"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","82","1","1","0","0","10","0","0","0","3","2","0",2020,29,2020-07-11,2020-07-17
"2","Gampaha","22","0","1","0","0","5","0","1","0","0","0","0",2020,29,2020-07-11,2020-07-17
"3","Kalutara","30","1","0","0","0","17","0","1","0","1","0","0",2020,29,2020-07-11,2020-07-17
"4","Kandy","149","0","0","0","1","8","1","0","0","3","0","2",2020,29,2020-07-11,2020-07-17
"5","Matale","7","1","0","1","0","10","0","1","0","1","0","4",2020,29,2020-07-11,2020-07-17
"6","NuwaraEliya","2","3","0","0","1","8","2","0","0","2","0","0",2020,29,2020-07-11,2020-07-17
"7","Galle","3","0","0","0","0","3","0","0","0","0","0","1",2020,29,2020-07-11,2020-07-17
"8","Hambanthota","9","0","0","0","0","4","1","0","0","0","4","12",2020,29,2020-07-11,2020-07-17
"9","Matara","0","0","0","0","0","0","0","0","0","0","0","0",2020,29,2020-07-11,2020-07-17
"10","Jaffna","8","2","0","0","0","0","5","0","0","1","1","0",2020,29,2020-07-11,2020-07-17
"11","Kilinochchi","3","2","0","0","0","0","0","0","0","0","1","0",2020,29,2020-07-11,2020-07-17
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2020,29,2020-07-11,2020-07-17
"13","Vavuniya","6","1","0","0","0","0","0","0","0","0","0","0",2020,29,2020-07-11,2020-07-17
"14","Mullaitivu","0","0","0","0","0","1","0","0","0","0","0","0",2020,29,2020-07-11,2020-07-17
"15","Batticaloa","17","3","0","0","1","1","0","0","0","0","1","0",2020,29,2020-07-11,2020-07-17
"16","Ampara","1","1","1","0","0","0","0","0","0","0","2","0",2020,29,2020-07-11,2020-07-17
"17","Trincomalee","6","0","0","0","0","0","0","0","0","0","0","0",2020,29,2020-07-11,2020-07-17
"18","Kurunagala","12","1","0","1","0","2","1","0","0","4","0","1",2020,29,2020-07-11,2020-07-17
"19","Puttalam","2","0","0","0","0","0","1","0","0","0","2","1",2020,29,2020-07-11,2020-07-17
"20","Anuradhapura","4","0","0","0","1","6","0","0","0","0","1","3",2020,29,2020-07-11,2020-07-17
"21","Polonnaruwa","1","0","0","0","0","1","0","1","0","0","1","10",2020,29,2020-07-11,2020-07-17
"22","Badulla","7","1","0","0","0","6","7","0","0","0","1","2",2020,29,2020-07-11,2020-07-17
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,29,2020-07-11,2020-07-17
"24","Ratnapura","42","1","1","0","0","28","2","0","0","3","1","5",2020,29,2020-07-11,2020-07-17
"25","Kegalle","20","0","1","0","1","15","2","1","0","2","3","0",2020,29,2020-07-11,2020-07-17
"26","Kalmune","0","4","0","0","0","1","0","0","0","1","1","0",2020,29,2020-07-11,2020-07-17
