"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","535","0","0","0","0","5","0","0","0","5","1","0",2020,1,2019-12-28,2020-01-03
"2","Gampaha","362","0","0","0","0","3","0","0","0","6","0","0",2020,1,2019-12-28,2020-01-03
"3","Kalutara","168","1","0","0","1","11","2","0","0","9","1","0",2020,1,2019-12-28,2020-01-03
"4","Kandy","199","0","0","0","0","4","1","0","0","8","1","2",2020,1,2019-12-28,2020-01-03
"5","Matale","101","1","0","0","0","5","0","0","0","2","1","5",2020,1,2019-12-28,2020-01-03
"6","NuwaraEliya","16","0","0","0","0","2","5","0","0","1","0","0",2020,1,2019-12-28,2020-01-03
"7","Galle","102","1","0","0","0","39","5","0","0","16","0","0",2020,1,2019-12-28,2020-01-03
"8","Hambanthota","45","1","0","0","0","13","2","0","0","8","0","0",2020,1,2019-12-28,2020-01-03
"9","Matara","49","1","0","0","0","12","2","0","0","6","0","9",2020,1,2019-12-28,2020-01-03
"10","Jaffna","378","2","1","0","0","1","21","0","0","1","0","0",2020,1,2019-12-28,2020-01-03
"11","Kilinochchi","27","0","0","0","0","0","1","0","0","0","0","0",2020,1,2019-12-28,2020-01-03
"12","Mannar","36","0","0","1","0","0","1","0","0","0","0","0",2020,1,2019-12-28,2020-01-03
"13","Vavuniya","37","2","1","2","0","4","0","0","0","0","0","0",2020,1,2019-12-28,2020-01-03
"14","Mullaitivu","15","1","1","0","0","2","0","0","0","0","0","0",2020,1,2019-12-28,2020-01-03
"15","Batticaloa","264","4","1","0","0","1","0","0","0","7","0","0",2020,1,2019-12-28,2020-01-03
"16","Ampara","24","2","0","0","0","5","0","0","0","5","3","0",2020,1,2019-12-28,2020-01-03
"17","Trincomalee","284","0","0","0","0","0","0","0","0","3","1","0",2020,1,2019-12-28,2020-01-03
"18","Kurunagala","113","1","0","1","0","10","5","0","0","13","1","12",2020,1,2019-12-28,2020-01-03
"19","Puttalam","75","0","0","0","0","3","0","0","0","5","3","0",2020,1,2019-12-28,2020-01-03
"20","Anuradhapura","32","0","0","0","0","14","2","0","0","5","1","2",2020,1,2019-12-28,2020-01-03
"21","Polonnaruwa","15","0","0","0","0","16","0","0","0","6","1","1",2020,1,2019-12-28,2020-01-03
"22","Badulla","54","0","0","0","0","11","4","0","0","3","3","0",2020,1,2019-12-28,2020-01-03
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,1,2019-12-28,2020-01-03
"24","Ratnapura","73","3","0","0","3","24","2","2","0","9","6","0",2020,1,2019-12-28,2020-01-03
"25","Kegalle","49","0","1","0","0","8","0","0","0","5","0","2",2020,1,2019-12-28,2020-01-03
"26","Kalmune","116","2","0","0","0","0","0","0","0","5","1","0",2020,1,2019-12-28,2020-01-03
