"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","138","0","0","0","0","4","0","0","0","15","1","0",2020,8,2020-02-15,2020-02-21
"2","Gampaha","87","0","0","1","0","3","0","0","0","17","0","0",2020,8,2020-02-15,2020-02-21
"3","Kalutara","55","0","1","1","0","9","0","0","0","17","3","0",2020,8,2020-02-15,2020-02-21
"4","Kandy","62","0","1","0","0","2","8","0","0","7","2","1",2020,8,2020-02-15,2020-02-21
"5","Matale","23","0","0","0","0","0","1","1","0","1","0","15",2020,8,2020-02-15,2020-02-21
"6","NuwaraEliya","5","0","0","0","0","2","1","0","0","6","0","0",2020,8,2020-02-15,2020-02-21
"7","Galle","51","1","2","0","1","19","1","0","0","15","2","0",2020,8,2020-02-15,2020-02-21
"8","Hambanthota","12","0","0","0","8","2","1","0","0","6","0","21",2020,8,2020-02-15,2020-02-21
"9","Matara","29","1","1","0","0","8","1","0","0","7","0","18",2020,8,2020-02-15,2020-02-21
"10","Jaffna","118","5","0","1","0","2","52","0","0","3","0","0",2020,8,2020-02-15,2020-02-21
"11","Kilinochchi","6","1","0","0","0","0","1","0","0","0","0","0",2020,8,2020-02-15,2020-02-21
"12","Mannar","1","0","0","0","0","0","0","0","0","0","1","0",2020,8,2020-02-15,2020-02-21
"13","Vavuniya","9","0","0","0","0","1","0","0","0","0","0","0",2020,8,2020-02-15,2020-02-21
"14","Mullaitivu","5","0","0","0","0","0","0","0","0","0","0","1",2020,8,2020-02-15,2020-02-21
"15","Batticaloa","149","3","0","0","0","0","0","0","0","7","1","0",2020,8,2020-02-15,2020-02-21
"16","Ampara","12","1","0","0","0","3","0","0","0","5","0","0",2020,8,2020-02-15,2020-02-21
"17","Trincomalee","91","0","0","0","0","1","0","0","0","6","0","0",2020,8,2020-02-15,2020-02-21
"18","Kurunagala","26","1","0","0","0","4","1","0","0","22","1","16",2020,8,2020-02-15,2020-02-21
"19","Puttalam","12","1","1","0","0","2","0","0","0","6","1","0",2020,8,2020-02-15,2020-02-21
"20","Anuradhapura","20","1","0","1","1","5","0","0","0","12","0","7",2020,8,2020-02-15,2020-02-21
"21","Polonnaruwa","11","0","0","0","0","7","0","0","0","13","1","7",2020,8,2020-02-15,2020-02-21
"22","Badulla","22","0","0","0","0","8","0","1","0","3","0","0",2020,8,2020-02-15,2020-02-21
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,8,2020-02-15,2020-02-21
"24","Ratnapura","31","4","0","0","0","18","2","1","0","10","3","0",2020,8,2020-02-15,2020-02-21
"25","Kegalle","21","0","0","0","0","3","1","0","0","13","0","1",2020,8,2020-02-15,2020-02-21
"26","Kalmune","57","3","0","0","0","1","0","0","0","14","0","0",2020,8,2020-02-15,2020-02-21
