"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","55","0","0","0","0","10","0","0","0","1","1","0",2020,33,2020-08-08,2020-08-14
"2","Gampaha","50","0","0","0","0","6","0","1","1","0","2","0",2020,33,2020-08-08,2020-08-14
"3","Kalutara","23","0","0","0","0","12","0","1","0","2","0","0",2020,33,2020-08-08,2020-08-14
"4","Kandy","101","2","0","0","0","2","1","0","0","0","1","0",2020,33,2020-08-08,2020-08-14
"5","Matale","2","0","0","0","0","0","0","0","0","2","2","11",2020,33,2020-08-08,2020-08-14
"6","NuwaraEliya","3","3","0","2","0","6","2","0","0","0","2","0",2020,33,2020-08-08,2020-08-14
"7","Galle","20","2","0","0","0","22","2","0","0","2","3","0",2020,33,2020-08-08,2020-08-14
"8","Hambanthota","8","0","0","0","3","9","5","2","0","4","1","19",2020,33,2020-08-08,2020-08-14
"9","Matara","7","1","1","0","0","7","0","0","0","3","0","7",2020,33,2020-08-08,2020-08-14
"10","Jaffna","5","3","0","0","0","0","3","0","0","1","0","1",2020,33,2020-08-08,2020-08-14
"11","Kilinochchi","0","0","0","0","0","0","1","0","0","0","0","0",2020,33,2020-08-08,2020-08-14
"12","Mannar","3","0","0","0","0","0","0","0","0","0","1","0",2020,33,2020-08-08,2020-08-14
"13","Vavuniya","0","0","0","0","0","0","0","0","0","0","0","0",2020,33,2020-08-08,2020-08-14
"14","Mullaitivu","1","1","0","0","0","0","1","0","0","0","1","0",2020,33,2020-08-08,2020-08-14
"15","Batticaloa","14","1","0","0","1","1","0","0","0","2","0","0",2020,33,2020-08-08,2020-08-14
"16","Ampara","2","1","0","0","0","4","0","0","0","6","0","1",2020,33,2020-08-08,2020-08-14
"17","Trincomalee","0","0","0","0","0","0","0","0","0","2","0","0",2020,33,2020-08-08,2020-08-14
"18","Kurunagala","19","2","1","0","0","8","0","0","0","3","2","20",2020,33,2020-08-08,2020-08-14
"19","Puttalam","10","0","0","0","0","2","1","0","0","1","1","3",2020,33,2020-08-08,2020-08-14
"20","Anuradhapura","3","0","0","0","1","6","0","0","0","0","3","2",2020,33,2020-08-08,2020-08-14
"21","Polonnaruwa","2","0","0","0","0","1","0","0","0","1","0","8",2020,33,2020-08-08,2020-08-14
"22","Badulla","2","0","0","0","0","13","3","0","0","0","0","0",2020,33,2020-08-08,2020-08-14
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,33,2020-08-08,2020-08-14
"24","Ratnapura","50","4","3","0","2","37","2","1","0","2","3","6",2020,33,2020-08-08,2020-08-14
"25","Kegalle","16","1","0","0","0","22","2","0","0","2","6","1",2020,33,2020-08-08,2020-08-14
"26","Kalmune","5","3","0","1","0","0","0","0","0","1","1","0",2020,33,2020-08-08,2020-08-14
