"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","34","1","0","0","2","20","0","0","0","4","3","0",2020,40,2020-09-26,2020-10-02
"2","Gampaha","14","0","0","0","0","8","0","1","1","5","0","0",2020,40,2020-09-26,2020-10-02
"3","Kalutara","10","0","0","0","0","15","1","0","0","10","0","0",2020,40,2020-09-26,2020-10-02
"4","Kandy","51","0","0","0","0","11","1","3","0","3","0","3",2020,40,2020-09-26,2020-10-02
"5","Matale","3","0","0","1","0","1","0","1","0","0","0","5",2020,40,2020-09-26,2020-10-02
"6","NuwaraEliya","0","0","0","0","0","5","3","0","0","1","0","0",2020,40,2020-09-26,2020-10-02
"7","Galle","11","1","0","0","0","50","3","2","2","1","2","0",2020,40,2020-09-26,2020-10-02
"8","Hambanthota","2","0","0","0","0","2","0","0","0","5","1","12",2020,40,2020-09-26,2020-10-02
"9","Matara","4","0","0","0","0","2","0","1","0","0","0","7",2020,40,2020-09-26,2020-10-02
"10","Jaffna","12","4","0","1","3","1","12","0","0","0","0","0",2020,40,2020-09-26,2020-10-02
"11","Kilinochchi","1","0","0","0","2","0","1","0","0","0","0","0",2020,40,2020-09-26,2020-10-02
"12","Mannar","0","0","0","0","0","1","0","0","0","0","0","0",2020,40,2020-09-26,2020-10-02
"13","Vavuniya","0","0","0","0","0","0","0","0","0","1","0","0",2020,40,2020-09-26,2020-10-02
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2020,40,2020-09-26,2020-10-02
"15","Batticaloa","16","2","0","0","0","1","0","1","0","2","0","0",2020,40,2020-09-26,2020-10-02
"16","Ampara","0","0","0","0","0","0","0","0","0","0","0","0",2020,40,2020-09-26,2020-10-02
"17","Trincomalee","1","2","0","0","0","0","0","0","0","0","0","0",2020,40,2020-09-26,2020-10-02
"18","Kurunagala","3","0","0","0","0","4","0","1","0","4","1","11",2020,40,2020-09-26,2020-10-02
"19","Puttalam","3","0","1","0","0","0","0","0","0","0","3","0",2020,40,2020-09-26,2020-10-02
"20","Anuradhapura","3","0","0","0","0","5","1","2","0","3","1","9",2020,40,2020-09-26,2020-10-02
"21","Polonnaruwa","1","0","0","0","3","3","0","3","0","4","2","5",2020,40,2020-09-26,2020-10-02
"22","Badulla","2","1","0","0","0","4","0","0","0","8","1","0",2020,40,2020-09-26,2020-10-02
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,40,2020-09-26,2020-10-02
"24","Ratnapura","10","2","0","0","0","17","1","1","0","3","0","0",2020,40,2020-09-26,2020-10-02
"25","Kegalle","8","0","0","0","0","20","1","0","0","2","2","4",2020,40,2020-09-26,2020-10-02
"26","Kalmune","5","0","0","0","0","0","0","0","0","0","1","0",2020,40,2020-09-26,2020-10-02
