"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","67","0","0","0","0","24","0","0","0","4","3","1",2020,21,2020-05-16,2020-05-22
"2","Gampaha","21","0","0","0","0","1","0","0","0","2","0","0",2020,21,2020-05-16,2020-05-22
"3","Kalutara","36","0","0","0","0","62","2","1","0","25","2","0",2020,21,2020-05-16,2020-05-22
"4","Kandy","51","0","0","0","1","14","8","0","0","4","0","1",2020,21,2020-05-16,2020-05-22
"5","Matale","1","1","0","0","0","5","1","0","0","2","0","8",2020,21,2020-05-16,2020-05-22
"6","NuwaraEliya","1","1","0","0","0","3","1","0","0","0","0","0",2020,21,2020-05-16,2020-05-22
"7","Galle","24","0","0","0","0","9","0","0","0","1","1","0",2020,21,2020-05-16,2020-05-22
"8","Hambanthota","5","0","0","0","0","18","1","0","0","2","3","16",2020,21,2020-05-16,2020-05-22
"9","Matara","1","0","0","0","0","15","0","0","0","0","0","0",2020,21,2020-05-16,2020-05-22
"10","Jaffna","39","2","0","0","0","0","1","0","0","5","0","0",2020,21,2020-05-16,2020-05-22
"11","Kilinochchi","0","0","0","1","1","1","0","1","0","1","0","1",2020,21,2020-05-16,2020-05-22
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2020,21,2020-05-16,2020-05-22
"13","Vavuniya","0","0","0","1","0","1","0","0","0","0","0","0",2020,21,2020-05-16,2020-05-22
"14","Mullaitivu","1","0","0","1","0","1","0","0","0","0","0","0",2020,21,2020-05-16,2020-05-22
"15","Batticaloa","17","1","0","0","2","1","0","0","0","3","3","0",2020,21,2020-05-16,2020-05-22
"16","Ampara","1","0","0","0","0","4","0","0","0","0","0","0",2020,21,2020-05-16,2020-05-22
"17","Trincomalee","2","0","0","0","0","2","0","0","0","4","0","0",2020,21,2020-05-16,2020-05-22
"18","Kurunagala","6","0","0","0","0","5","0","0","0","3","0","8",2020,21,2020-05-16,2020-05-22
"19","Puttalam","4","1","0","0","0","6","0","0","0","2","1","0",2020,21,2020-05-16,2020-05-22
"20","Anuradhapura","2","0","0","0","0","4","0","0","0","2","0","5",2020,21,2020-05-16,2020-05-22
"21","Polonnaruwa","3","0","0","0","0","14","0","0","0","1","0","1",2020,21,2020-05-16,2020-05-22
"22","Badulla","2","0","0","0","0","13","2","0","0","5","1","1",2020,21,2020-05-16,2020-05-22
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,21,2020-05-16,2020-05-22
"24","Ratnapura","42","1","1","1","0","59","0","0","0","2","3","0",2020,21,2020-05-16,2020-05-22
"25","Kegalle","21","2","0","0","0","32","2","0","0","3","1","0",2020,21,2020-05-16,2020-05-22
"26","Kalmune","1","0","0","0","0","1","0","0","0","8","3","0",2020,21,2020-05-16,2020-05-22
