"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","52","3","0","1","2","5","0","0","0","3","2","0",2020,34,2020-08-15,2020-08-21
"2","Gampaha","62","2","1","1","0","4","1","0","0","3","2","2",2020,34,2020-08-15,2020-08-21
"3","Kalutara","28","1","1","1","0","14","0","0","1","4","3","0",2020,34,2020-08-15,2020-08-21
"4","Kandy","98","0","0","0","0","6","2","0","0","0","1","0",2020,34,2020-08-15,2020-08-21
"5","Matale","5","1","0","0","0","3","0","0","0","3","1","8",2020,34,2020-08-15,2020-08-21
"6","NuwaraEliya","3","4","0","0","0","5","7","0","0","0","0","0",2020,34,2020-08-15,2020-08-21
"7","Galle","10","1","1","0","0","12","1","0","0","3","2","0",2020,34,2020-08-15,2020-08-21
"8","Hambanthota","5","0","0","0","1","7","4","0","0","1","2","3",2020,34,2020-08-15,2020-08-21
"9","Matara","5","1","0","0","0","14","0","2","0","1","3","9",2020,34,2020-08-15,2020-08-21
"10","Jaffna","9","2","0","0","4","0","2","0","0","2","1","0",2020,34,2020-08-15,2020-08-21
"11","Kilinochchi","1","0","0","0","1","0","3","0","0","0","1","0",2020,34,2020-08-15,2020-08-21
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2020,34,2020-08-15,2020-08-21
"13","Vavuniya","0","0","0","0","0","0","1","0","0","0","0","0",2020,34,2020-08-15,2020-08-21
"14","Mullaitivu","1","0","0","0","0","0","0","0","0","1","0","0",2020,34,2020-08-15,2020-08-21
"15","Batticaloa","9","2","0","0","1","0","0","0","0","1","6","0",2020,34,2020-08-15,2020-08-21
"16","Ampara","1","0","0","0","0","1","0","2","0","5","0","0",2020,34,2020-08-15,2020-08-21
"17","Trincomalee","1","2","0","0","0","0","0","0","0","1","0","1",2020,34,2020-08-15,2020-08-21
"18","Kurunagala","24","0","1","0","0","7","1","0","0","3","1","16",2020,34,2020-08-15,2020-08-21
"19","Puttalam","8","0","0","0","0","1","0","0","0","0","0","0",2020,34,2020-08-15,2020-08-21
"20","Anuradhapura","2","0","1","0","1","2","0","0","0","1","3","7",2020,34,2020-08-15,2020-08-21
"21","Polonnaruwa","0","0","0","0","0","0","0","0","0","5","0","2",2020,34,2020-08-15,2020-08-21
"22","Badulla","3","1","0","0","0","14","5","0","0","3","2","1",2020,34,2020-08-15,2020-08-21
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,34,2020-08-15,2020-08-21
"24","Ratnapura","30","3","0","0","0","25","1","0","0","4","2","0",2020,34,2020-08-15,2020-08-21
"25","Kegalle","12","0","2","0","0","13","0","0","0","3","2","1",2020,34,2020-08-15,2020-08-21
"26","Kalmune","4","0","0","0","0","1","0","0","0","0","1","0",2020,34,2020-08-15,2020-08-21
