"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","50","3","0","0","0","11","0","1","0","4","4","1",2020,27,2020-06-27,2020-07-03
"2","Gampaha","43","0","1","0","0","7","0","0","0","4","2","0",2020,27,2020-06-27,2020-07-03
"3","Kalutara","49","1","0","0","0","18","0","0","0","0","3","0",2020,27,2020-06-27,2020-07-03
"4","Kandy","130","1","0","1","0","8","5","0","0","6","1","2",2020,27,2020-06-27,2020-07-03
"5","Matale","10","0","0","1","0","5","0","1","0","0","0","4",2020,27,2020-06-27,2020-07-03
"6","NuwaraEliya","2","0","0","0","0","5","1","0","0","1","0","0",2020,27,2020-06-27,2020-07-03
"7","Galle","12","0","1","0","0","4","0","0","0","2","0","0",2020,27,2020-06-27,2020-07-03
"8","Hambanthota","6","0","2","0","0","5","1","0","0","3","5","17",2020,27,2020-06-27,2020-07-03
"9","Matara","0","0","0","0","0","1","0","0","0","1","1","0",2020,27,2020-06-27,2020-07-03
"10","Jaffna","16","3","0","0","0","1","11","0","0","4","0","0",2020,27,2020-06-27,2020-07-03
"11","Kilinochchi","0","2","0","0","1","1","1","0","0","0","0","0",2020,27,2020-06-27,2020-07-03
"12","Mannar","3","0","0","0","2","0","0","0","0","0","1","0",2020,27,2020-06-27,2020-07-03
"13","Vavuniya","1","0","0","0","0","1","0","0","0","0","0","0",2020,27,2020-06-27,2020-07-03
"14","Mullaitivu","1","0","0","0","0","3","0","0","0","0","0","0",2020,27,2020-06-27,2020-07-03
"15","Batticaloa","17","3","0","0","0","1","0","0","0","1","1","0",2020,27,2020-06-27,2020-07-03
"16","Ampara","1","0","0","0","0","0","0","0","0","4","0","0",2020,27,2020-06-27,2020-07-03
"17","Trincomalee","1","0","0","0","0","0","0","0","0","1","0","0",2020,27,2020-06-27,2020-07-03
"18","Kurunagala","8","1","2","0","1","6","1","0","0","4","2","16",2020,27,2020-06-27,2020-07-03
"19","Puttalam","7","0","0","0","0","0","0","0","0","0","1","0",2020,27,2020-06-27,2020-07-03
"20","Anuradhapura","3","0","0","0","0","4","0","1","0","1","3","2",2020,27,2020-06-27,2020-07-03
"21","Polonnaruwa","4","0","0","0","0","2","0","0","0","0","0","6",2020,27,2020-06-27,2020-07-03
"22","Badulla","3","0","0","0","0","10","2","0","0","2","0","1",2020,27,2020-06-27,2020-07-03
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,27,2020-06-27,2020-07-03
"24","Ratnapura","108","3","6","0","0","25","3","0","0","3","3","9",2020,27,2020-06-27,2020-07-03
"25","Kegalle","25","0","1","0","0","16","1","0","0","2","1","1",2020,27,2020-06-27,2020-07-03
"26","Kalmune","4","1","0","0","1","0","0","0","0","2","1","0",2020,27,2020-06-27,2020-07-03
