"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","8","0","0","0","0","0","0","0","0","0","0","0",2020,17,2020-04-18,2020-04-24
"2","Gampaha","5","1","0","0","0","6","0","0","0","0","0","0",2020,17,2020-04-18,2020-04-24
"3","Kalutara","13","0","0","0","0","3","0","0","0","3","0","0",2020,17,2020-04-18,2020-04-24
"4","Kandy","14","1","0","0","1","6","1","0","0","2","0","0",2020,17,2020-04-18,2020-04-24
"5","Matale","4","0","0","0","0","3","0","0","0","0","0","3",2020,17,2020-04-18,2020-04-24
"6","NuwaraEliya","1","0","0","0","0","0","3","0","0","3","0","0",2020,17,2020-04-18,2020-04-24
"7","Galle","7","2","0","0","0","12","0","0","0","1","2","0",2020,17,2020-04-18,2020-04-24
"8","Hambanthota","0","0","0","0","0","0","0","0","0","0","0","0",2020,17,2020-04-18,2020-04-24
"9","Matara","0","0","0","0","0","0","0","0","0","0","0","0",2020,17,2020-04-18,2020-04-24
"10","Jaffna","9","3","0","0","0","0","3","0","0","3","0","0",2020,17,2020-04-18,2020-04-24
"11","Kilinochchi","0","1","0","0","0","0","0","0","0","3","0","0",2020,17,2020-04-18,2020-04-24
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2020,17,2020-04-18,2020-04-24
"13","Vavuniya","1","0","0","0","0","1","0","0","0","3","1","0",2020,17,2020-04-18,2020-04-24
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2020,17,2020-04-18,2020-04-24
"15","Batticaloa","17","0","0","0","1","0","0","1","0","1","0","0",2020,17,2020-04-18,2020-04-24
"16","Ampara","0","0","0","0","0","4","0","0","0","11","0","0",2020,17,2020-04-18,2020-04-24
"17","Trincomalee","3","0","0","0","0","1","0","0","0","0","0","0",2020,17,2020-04-18,2020-04-24
"18","Kurunagala","0","0","0","0","0","0","0","0","0","7","0","0",2020,17,2020-04-18,2020-04-24
"19","Puttalam","2","0","0","0","0","0","0","0","0","0","1","0",2020,17,2020-04-18,2020-04-24
"20","Anuradhapura","3","1","0","0","0","0","0","0","0","6","1","0",2020,17,2020-04-18,2020-04-24
"21","Polonnaruwa","0","0","0","0","0","0","0","0","0","0","0","0",2020,17,2020-04-18,2020-04-24
"22","Badulla","4","0","0","0","0","9","2","0","0","3","1","0",2020,17,2020-04-18,2020-04-24
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,17,2020-04-18,2020-04-24
"24","Ratnapura","3","1","0","0","1","8","1","0","0","2","0","0",2020,17,2020-04-18,2020-04-24
"25","Kegalle","5","0","0","0","0","1","1","0","0","4","0","0",2020,17,2020-04-18,2020-04-24
"26","Kalmune","10","0","0","0","0","2","0","0","0","37","3","0",2020,17,2020-04-18,2020-04-24
