"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","565","2","0","1","1","2","0","1","0","5","1","0",2017,3,2017-01-14,2017-01-20
"2","Gampaha","98","0","0","0","0","0","0","0","0","0","0","0",2017,3,2017-01-14,2017-01-20
"3","Kalutara","132","1","0","0","0","7","0","0","0","5","1","0",2017,3,2017-01-14,2017-01-20
"4","Kandy","74","4","1","0","0","3","7","0","0","10","1","0",2017,3,2017-01-14,2017-01-20
"5","Matale","37","0","0","0","0","3","0","1","0","0","3","1",2017,3,2017-01-14,2017-01-20
"6","NuwaraEliya","9","1","0","0","0","1","4","0","0","1","1","0",2017,3,2017-01-14,2017-01-20
"7","Galle","150","3","0","1","0","4","2","0","0","3","0","0",2017,3,2017-01-14,2017-01-20
"8","Hambanthota","60","4","0","1","0","2","3","0","0","7","2","12",2017,3,2017-01-14,2017-01-20
"9","Matara","124","1","1","0","0","3","1","0","1","1","0","3",2017,3,2017-01-14,2017-01-20
"10","Jaffna","118","8","1","2","12","2","39","0","0","2","1","0",2017,3,2017-01-14,2017-01-20
"11","Kilinochchi","6","1","0","0","0","0","1","0","0","0","0","0",2017,3,2017-01-14,2017-01-20
"12","Mannar","31","0","0","0","0","0","1","0","0","0","0","0",2017,3,2017-01-14,2017-01-20
"13","Vavuniya","15","0","0","1","0","0","0","0","0","1","0","1",2017,3,2017-01-14,2017-01-20
"14","Mullaitivu","10","0","0","0","0","0","1","0","0","0","2","0",2017,3,2017-01-14,2017-01-20
"15","Batticaloa","22","1","0","0","0","0","0","0","0","3","0","0",2017,3,2017-01-14,2017-01-20
"16","Ampara","2","0","0","0","0","0","0","0","0","2","1","0",2017,3,2017-01-14,2017-01-20
"17","Trincomalee","145","0","0","0","0","0","3","0","0","1","0","0",2017,3,2017-01-14,2017-01-20
"18","Kurunagala","85","1","0","0","0","7","5","0","0","9","2","2",2017,3,2017-01-14,2017-01-20
"19","Puttalam","20","2","0","0","0","0","1","0","0","4","3","0",2017,3,2017-01-14,2017-01-20
"20","Anuradhapura","16","0","0","0","0","1","1","0","0","3","0","0",2017,3,2017-01-14,2017-01-20
"21","Polonnaruwa","7","0","0","0","0","1","0","0","0","3","1","2",2017,3,2017-01-14,2017-01-20
"22","Badulla","55","2","1","0","0","2","1","3","0","12","5","0",2017,3,2017-01-14,2017-01-20
"23","Monaragala","30","1","1","0","0","2","2","0","0","1","0","0",2017,3,2017-01-14,2017-01-20
"24","Ratnapura","104","2","5","0","0","14","1","2","0","6","5","0",2017,3,2017-01-14,2017-01-20
"25","Kegalle","46","3","0","0","0","2","1","0","0","3","1","0",2017,3,2017-01-14,2017-01-20
"26","Kalmune","42","3","1","0","2","0","0","0","0","1","0","0",2017,3,2017-01-14,2017-01-20
