"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","232","2","0","6","3","1","0","2","0",2012,4,2012-01-21,2012-01-27
"2","Gampaha","124","3","0","1","0","1","0","6","0",2012,4,2012-01-21,2012-01-27
"3","Kalutara","33","1","0","0","0","1","0","1","0",2012,4,2012-01-21,2012-01-27
"4","Kandy","41","1","0","0","4","3","1","0","0",2012,4,2012-01-21,2012-01-27
"5","Matale","9","2","0","1","1","2","0","0","0",2012,4,2012-01-21,2012-01-27
"6","NuwaraEliya","5","2","0","2","0","0","1","1","0",2012,4,2012-01-21,2012-01-27
"7","Galle","17","2","0","2","0","4","0","0","0",2012,4,2012-01-21,2012-01-27
"8","Hambanthota","13","0","0","0","0","3","3","0","4",2012,4,2012-01-21,2012-01-27
"9","Matara","52","0","0","0","0","3","2","3","0",2012,4,2012-01-21,2012-01-27
"10","Jaffna","32","5","0","15","0","0","29","0","0",2012,4,2012-01-21,2012-01-27
"11","Kilinochchi","0","0","0","1","0","0","3","0","0",2012,4,2012-01-21,2012-01-27
"12","Mannar","5","0","0","2","0","1","1","0","0",2012,4,2012-01-21,2012-01-27
"13","Vavuniya","10","1","6","2","0","4","0","1","0",2012,4,2012-01-21,2012-01-27
"14","Mullaitivu","0","0","0","0","0","0","1","0","0",2012,4,2012-01-21,2012-01-27
"15","Batticaloa","62","1","0","0","0","0","0","2","0",2012,4,2012-01-21,2012-01-27
"16","Ampara","3","4","0","0","0","1","0","0","0",2012,4,2012-01-21,2012-01-27
"17","Trincomalee","7","3","1","1","0","2","0","0","0",2012,4,2012-01-21,2012-01-27
"18","Kurunagala","27","0","2","1","4","5","2","5","0",2012,4,2012-01-21,2012-01-27
"19","Puttalam","28","0","0","0","0","2","1","0","0",2012,4,2012-01-21,2012-01-27
"20","Anuradhapura","6","3","0","0","0","2","2","2","0",2012,4,2012-01-21,2012-01-27
"21","Polonnaruwa","10","3","0","0","0","2","1","0","1",2012,4,2012-01-21,2012-01-27
"22","Badulla","6","1","1","2","0","0","2","3","0",2012,4,2012-01-21,2012-01-27
"23","Monaragala","5","0","0","1","0","0","1","0","0",2012,4,2012-01-21,2012-01-27
"24","Ratnapura","12","5","0","0","0","5","0","4","0",2012,4,2012-01-21,2012-01-27
"25","Kegalle","34","1","0","1","0","2","0","21","0",2012,4,2012-01-21,2012-01-27
"26","Kalmune","6","0","0","0","0","0","0","0","0",2012,4,2012-01-21,2012-01-27
