"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","491","1","0","2","0","3","0","1","0","3","0","0",2014,26,2014-06-21,2014-06-27
"2","Gampaha","296","2","0","1","0","0","1","7","0","2","1","0",2014,26,2014-06-21,2014-06-27
"3","Kalutara","97","6","0","0","0","9","0","1","0","6","1","0",2014,26,2014-06-21,2014-06-27
"4","Kandy","39","1","0","1","1","0","1","3","0","1","0","0",2014,26,2014-06-21,2014-06-27
"5","Matale","14","2","0","0","2","0","0","0","0","0","2","0",2014,26,2014-06-21,2014-06-27
"6","NuwaraEliya","6","2","0","0","0","2","2","0","0","7","0","0",2014,26,2014-06-21,2014-06-27
"7","Galle","36","3","0","0","0","5","1","0","0","9","0","0",2014,26,2014-06-21,2014-06-27
"8","Hambanthota","41","2","0","0","0","1","0","0","0","2","0","1",2014,26,2014-06-21,2014-06-27
"9","Matara","14","7","0","1","0","4","1","0","0","3","0","2",2014,26,2014-06-21,2014-06-27
"10","Jaffna","22","8","0","5","0","0","0","0","0","3","1","0",2014,26,2014-06-21,2014-06-27
"11","Kilinochchi","0","1","0","0","0","0","0","0","0","0","0","0",2014,26,2014-06-21,2014-06-27
"12","Mannar","8","1","0","2","0","0","0","0","0","0","0","0",2014,26,2014-06-21,2014-06-27
"13","Vavuniya","3","0","0","2","0","0","0","0","0","0","0","0",2014,26,2014-06-21,2014-06-27
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2014,26,2014-06-21,2014-06-27
"15","Batticaloa","11","13","0","0","0","0","0","0","0","2","0","0",2014,26,2014-06-21,2014-06-27
"16","Ampara","6","3","0","0","0","1","1","1","0","0","1","0",2014,26,2014-06-21,2014-06-27
"17","Trincomalee","7","1","0","0","0","1","1","1","0","5","0","0",2014,26,2014-06-21,2014-06-27
"18","Kurunagala","86","5","2","0","1","1","0","2","0","4","2","2",2014,26,2014-06-21,2014-06-27
"19","Puttalam","38","3","0","1","0","1","0","0","0","0","1","0",2014,26,2014-06-21,2014-06-27
"20","Anuradhapura","20","2","0","1","0","2","0","0","0","4","1","9",2014,26,2014-06-21,2014-06-27
"21","Polonnaruwa","4","0","0","0","0","1","0","0","0","0","0","0",2014,26,2014-06-21,2014-06-27
"22","Badulla","9","5","0","0","0","2","1","8","0","1","2","0",2014,26,2014-06-21,2014-06-27
"23","Monaragala","6","1","0","0","0","1","11","0","0","2","0","0",2014,26,2014-06-21,2014-06-27
"24","Ratnapura","136","7","0","0","2","10","2","0","0","5","2","0",2014,26,2014-06-21,2014-06-27
"25","Kegalle","56","4","0","2","0","2","1","2","0","6","7","0",2014,26,2014-06-21,2014-06-27
"26","Kalmune","4","1","0","0","0","0","0","0","0","0","1","0",2014,26,2014-06-21,2014-06-27
