"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","136","2","0","1","1","1","0","0","0","18","0","0",2014,9,2014-02-22,2014-02-28
"2","Gampaha","34","3","0","0","0","5","0","0","0","15","0","0",2014,9,2014-02-22,2014-02-28
"3","Kalutara","19","0","0","1","0","4","0","1","0","8","2","0",2014,9,2014-02-22,2014-02-28
"4","Kandy","8","3","0","0","0","1","0","4","0","4","1","0",2014,9,2014-02-22,2014-02-28
"5","Matale","8","2","0","0","0","0","0","1","0","0","0","1",2014,9,2014-02-22,2014-02-28
"6","NuwaraEliya","4","3","0","1","0","0","0","1","0","2","0","0",2014,9,2014-02-22,2014-02-28
"7","Galle","8","0","1","0","0","0","0","0","0","3","2","0",2014,9,2014-02-22,2014-02-28
"8","Hambanthota","4","0","0","0","0","1","4","1","0","6","1","8",2014,9,2014-02-22,2014-02-28
"9","Matara","3","0","0","0","0","0","1","0","0","5","0","1",2014,9,2014-02-22,2014-02-28
"10","Jaffna","23","7","0","7","4","0","12","0","0","5","0","0",2014,9,2014-02-22,2014-02-28
"11","Kilinochchi","1","0","0","1","0","0","1","0","0","1","0","0",2014,9,2014-02-22,2014-02-28
"12","Mannar","0","2","0","2","0","0","0","0","0","0","0","0",2014,9,2014-02-22,2014-02-28
"13","Vavuniya","1","0","0","0","0","0","1","0","0","0","0","0",2014,9,2014-02-22,2014-02-28
"14","Mullaitivu","0","1","0","0","0","0","0","0","0","0","0","0",2014,9,2014-02-22,2014-02-28
"15","Batticaloa","13","2","1","4","0","0","0","1","0","3","0","0",2014,9,2014-02-22,2014-02-28
"16","Ampara","5","2","0","0","0","0","1","0","0","1","1","0",2014,9,2014-02-22,2014-02-28
"17","Trincomalee","15","0","0","0","0","0","1","0","0","0","0","0",2014,9,2014-02-22,2014-02-28
"18","Kurunagala","14","0","1","0","0","0","3","0","0","4","2","0",2014,9,2014-02-22,2014-02-28
"19","Puttalam","4","0","0","1","0","13","0","0","0","1","0","0",2014,9,2014-02-22,2014-02-28
"20","Anuradhapura","7","2","0","0","0","1","0","0","0","4","1","6",2014,9,2014-02-22,2014-02-28
"21","Polonnaruwa","0","0","0","0","0","0","0","0","0","0","0","0",2014,9,2014-02-22,2014-02-28
"22","Badulla","3","3","0","0","0","0","2","1","0","4","1","0",2014,9,2014-02-22,2014-02-28
"23","Monaragala","1","1","0","0","0","1","1","2","0","2","0","0",2014,9,2014-02-22,2014-02-28
"24","Ratnapura","2","2","2","0","0","4","2","10","0","2","1","0",2014,9,2014-02-22,2014-02-28
"25","Kegalle","11","4","0","1","0","3","2","0","0","3","1","0",2014,9,2014-02-22,2014-02-28
"26","Kalmune","1","2","0","0","0","0","0","0","0","6","0","0",2014,9,2014-02-22,2014-02-28
