"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","152","1","0","0","4","1","0","0","0","10","0","1",2019,21,2019-05-18,2019-05-24
"2","Gampaha","32","0","0","0","0","3","0","0","0","3","0","1",2019,21,2019-05-18,2019-05-24
"3","Kalutara","63","2","0","2","0","6","1","0","0","16","1","0",2019,21,2019-05-18,2019-05-24
"4","Kandy","60","5","0","0","0","1","2","0","0","4","3","0",2019,21,2019-05-18,2019-05-24
"5","Matale","7","0","0","0","2","2","0","0","0","3","0","0",2019,21,2019-05-18,2019-05-24
"6","NuwaraEliya","6","5","0","0","0","3","2","0","0","1","1","0",2019,21,2019-05-18,2019-05-24
"7","Galle","139","0","0","0","0","15","1","0","0","8","1","0",2019,21,2019-05-18,2019-05-24
"8","Hambanthota","21","0","0","0","0","6","0","0","0","9","1","4",2019,21,2019-05-18,2019-05-24
"9","Matara","25","1","0","0","0","14","1","2","0","8","1","3",2019,21,2019-05-18,2019-05-24
"10","Jaffna","32","6","0","2","2","0","0","0","0","4","0","0",2019,21,2019-05-18,2019-05-24
"11","Kilinochchi","0","0","0","0","0","0","0","0","0","0","0","0",2019,21,2019-05-18,2019-05-24
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2019,21,2019-05-18,2019-05-24
"13","Vavuniya","3","0","1","0","0","0","0","0","0","3","0","0",2019,21,2019-05-18,2019-05-24
"14","Mullaitivu","1","0","0","1","0","0","0","0","0","1","0","2",2019,21,2019-05-18,2019-05-24
"15","Batticaloa","13","1","0","0","0","1","0","0","0","12","0","0",2019,21,2019-05-18,2019-05-24
"16","Ampara","3","2","0","0","0","2","0","0","0","7","0","0",2019,21,2019-05-18,2019-05-24
"17","Trincomalee","10","0","0","0","0","1","0","0","0","4","1","0",2019,21,2019-05-18,2019-05-24
"18","Kurunagala","28","2","1","0","0","5","1","0","0","11","4","15",2019,21,2019-05-18,2019-05-24
"19","Puttalam","5","0","0","0","0","2","0","0","0","2","0","0",2019,21,2019-05-18,2019-05-24
"20","Anuradhapura","7","0","0","0","0","1","0","0","0","9","0","9",2019,21,2019-05-18,2019-05-24
"21","Polonnaruwa","0","1","0","0","0","1","0","2","0","16","0","5",2019,21,2019-05-18,2019-05-24
"22","Badulla","4","4","1","0","0","3","2","0","0","5","6","0",2019,21,2019-05-18,2019-05-24
"23","Monaragala","4","1","0","0","0","4","3","0","0","7","2","0",2019,21,2019-05-18,2019-05-24
"24","Ratnapura","47","2","0","0","0","28","0","2","0","8","5","9",2019,21,2019-05-18,2019-05-24
"25","Kegalle","14","1","0","0","1","2","1","1","0","11","1","0",2019,21,2019-05-18,2019-05-24
"26","Kalmune","16","0","0","0","0","1","0","0","0","14","0","0",2019,21,2019-05-18,2019-05-24
