"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","1762","0","0","0","1","2","0","1","0","1","1","0",2017,28,2017-07-08,2017-07-14
"2","Gampaha","2631","1","0","0","0","1","0","0","0","2","2","0",2017,28,2017-07-08,2017-07-14
"3","Kalutara","703","0","0","1","6","4","0","1","0","6","7","0",2017,28,2017-07-08,2017-07-14
"4","Kandy","869","0","0","0","0","2","5","0","0","6","0","0",2017,28,2017-07-08,2017-07-14
"5","Matale","204","1","0","0","0","3","0","0","0","1","0","0",2017,28,2017-07-08,2017-07-14
"6","NuwaraEliya","58","0","1","1","0","1","5","2","0","1","0","0",2017,28,2017-07-08,2017-07-14
"7","Galle","192","5","0","1","0","10","3","0","0","8","2","0",2017,28,2017-07-08,2017-07-14
"8","Hambanthota","138","0","0","1","1","2","2","1","0","0","0","4",2017,28,2017-07-08,2017-07-14
"9","Matara","378","0","0","1","0","6","0","0","0","5","0","3",2017,28,2017-07-08,2017-07-14
"10","Jaffna","111","7","0","0","0","0","3","0","0","4","1","0",2017,28,2017-07-08,2017-07-14
"11","Kilinochchi","27","1","0","1","0","0","0","0","0","0","0","0",2017,28,2017-07-08,2017-07-14
"12","Mannar","2","0","0","0","0","0","0","0","0","0","0","0",2017,28,2017-07-08,2017-07-14
"13","Vavuniya","31","1","0","5","1","1","0","0","0","1","0","0",2017,28,2017-07-08,2017-07-14
"14","Mullaitivu","12","0","0","0","0","1","0","0","0","0","0","0",2017,28,2017-07-08,2017-07-14
"15","Batticaloa","43","1","0","0","0","0","0","0","0","3","0","0",2017,28,2017-07-08,2017-07-14
"16","Ampara","42","1","0","0","0","1","0","0","0","4","1","0",2017,28,2017-07-08,2017-07-14
"17","Trincomalee","19","0","0","0","0","1","0","0","0","2","0","0",2017,28,2017-07-08,2017-07-14
"18","Kurunagala","681","1","0","2","0","4","0","0","1","3","7","2",2017,28,2017-07-08,2017-07-14
"19","Puttalam","284","0","0","0","0","2","0","0","0","3","0","0",2017,28,2017-07-08,2017-07-14
"20","Anuradhapura","116","1","0","0","0","3","0","0","0","6","1","8",2017,28,2017-07-08,2017-07-14
"21","Polonnaruwa","63","0","0","0","0","0","0","0","0","7","1","2",2017,28,2017-07-08,2017-07-14
"22","Badulla","305","2","0","0","0","2","2","1","0","3","4","1",2017,28,2017-07-08,2017-07-14
"23","Monaragala","137","0","0","1","0","1","5","0","0","1","0","1",2017,28,2017-07-08,2017-07-14
"24","Ratnapura","649","2","0","0","0","8","0","6","0","2","2","0",2017,28,2017-07-08,2017-07-14
"25","Kegalle","671","0","0","0","0","1","1","0","0","3","2","0",2017,28,2017-07-08,2017-07-14
"26","Kalmune","32","12","0","1","1","0","0","0","0","1","0","0",2017,28,2017-07-08,2017-07-14
