"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","178","0","0","1","1","4","0","0","0","3","1","0",2015,45,2015-10-31,2015-11-06
"2","Gampaha","70","2","0","1","5","17","0","3","0","10","2","0",2015,45,2015-10-31,2015-11-06
"3","Kalutara","32","8","0","3","0","9","0","2","0","4","1","0",2015,45,2015-10-31,2015-11-06
"4","Kandy","25","7","0","1","0","3","1","1","0","1","1","1",2015,45,2015-10-31,2015-11-06
"5","Matale","2","0","0","1","0","0","0","0","0","0","3","1",2015,45,2015-10-31,2015-11-06
"6","NuwaraEliya","1","19","0","0","0","1","1","2","0","1","0","0",2015,45,2015-10-31,2015-11-06
"7","Galle","14","2","0","0","0","6","2","0","0","3","3","0",2015,45,2015-10-31,2015-11-06
"8","Hambanthota","9","6","0","0","0","7","4","0","0","7","1","4",2015,45,2015-10-31,2015-11-06
"9","Matara","8","1","0","0","1","6","1","0","1","3","1","2",2015,45,2015-10-31,2015-11-06
"10","Jaffna","32","36","0","0","1","0","4","0","0","6","2","0",2015,45,2015-10-31,2015-11-06
"11","Kilinochchi","0","1","0","0","0","0","0","0","0","0","0","0",2015,45,2015-10-31,2015-11-06
"12","Mannar","3","0","0","0","0","0","0","0","0","0","0","0",2015,45,2015-10-31,2015-11-06
"13","Vavuniya","2","1","0","1","1","0","0","0","0","0","0","0",2015,45,2015-10-31,2015-11-06
"14","Mullaitivu","0","1","0","0","0","0","0","0","0","0","0","1",2015,45,2015-10-31,2015-11-06
"15","Batticaloa","1","1","0","0","0","1","0","0","0","1","0","0",2015,45,2015-10-31,2015-11-06
"16","Ampara","0","0","0","0","0","0","0","0","0","0","0","0",2015,45,2015-10-31,2015-11-06
"17","Trincomalee","3","1","0","1","12","0","0","1","0","3","0","1",2015,45,2015-10-31,2015-11-06
"18","Kurunagala","9","7","0","0","0","6","0","1","0","8","0","0",2015,45,2015-10-31,2015-11-06
"19","Puttalam","3","0","0","0","0","0","0","0","0","2","0","0",2015,45,2015-10-31,2015-11-06
"20","Anuradhapura","3","6","0","0","0","2","0","1","0","0","0","0",2015,45,2015-10-31,2015-11-06
"21","Polonnaruwa","4","2","0","0","0","2","0","2","0","2","0","1",2015,45,2015-10-31,2015-11-06
"22","Badulla","2","1","0","0","0","4","0","0","0","0","1","0",2015,45,2015-10-31,2015-11-06
"23","Monaragala","2","2","0","0","0","0","1","6","0","1","0","0",2015,45,2015-10-31,2015-11-06
"24","Ratnapura","4","0","1","0","0","3","0","3","0","1","0","0",2015,45,2015-10-31,2015-11-06
"25","Kegalle","10","2","0","4","0","4","0","1","0","2","1","0",2015,45,2015-10-31,2015-11-06
"26","Kalmune","0","2","0","0","1","0","0","0","0","0","0","0",2015,45,2015-10-31,2015-11-06
