"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","47","4","0","4","0","5","0","0","0",2010,17,2010-04-24,2010-04-30
"2","Gampaha","40","0","0","0","0","4","0","1","0",2010,17,2010-04-24,2010-04-30
"3","Kalutara","18","6","2","0","1","3","0","1","0",2010,17,2010-04-24,2010-04-30
"4","Kandy","18","5","0","3","0","1","5","2","0",2010,17,2010-04-24,2010-04-30
"5","Matale","7","1","0","0","2","4","0","2","0",2010,17,2010-04-24,2010-04-30
"6","NuwaraEliya","0","12","0","2","57","0","0","1","0",2010,17,2010-04-24,2010-04-30
"7","Galle","27","5","0","0","0","3","0","0","0",2010,17,2010-04-24,2010-04-30
"8","Hambanthota","14","1","0","0","0","0","0","0","0",2010,17,2010-04-24,2010-04-30
"9","Matara","2","1","0","0","0","1","1","0","0",2010,17,2010-04-24,2010-04-30
"10","Jaffna","10","4","0","4","0","0","0","1","0",2010,17,2010-04-24,2010-04-30
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,17,2010-04-24,2010-04-30
"12","Mannar","0","1","0","0","0","0","0","1","0",2010,17,2010-04-24,2010-04-30
"13","Vavuniya","2","1","0","0","0","0","0","0","1",2010,17,2010-04-24,2010-04-30
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,17,2010-04-24,2010-04-30
"15","Batticaloa","25","4","0","1","13","1","0","1","0",2010,17,2010-04-24,2010-04-30
"16","Ampara","1","0","0","0","0","0","0","0","0",2010,17,2010-04-24,2010-04-30
"17","Trincomalee","14","0","0","0","0","0","1","0","0",2010,17,2010-04-24,2010-04-30
"18","Kurunagala","19","12","2","0","0","4","0","2","0",2010,17,2010-04-24,2010-04-30
"19","Puttalam","6","2","0","0","0","0","0","1","0",2010,17,2010-04-24,2010-04-30
"20","Anuradhapura","8","0","0","0","0","1","0","0","0",2010,17,2010-04-24,2010-04-30
"21","Polonnaruwa","10","0","0","0","0","0","0","0","0",2010,17,2010-04-24,2010-04-30
"22","Badulla","3","2","0","0","0","2","1","0","0",2010,17,2010-04-24,2010-04-30
"23","Monaragala","9","3","0","0","0","1","0","0","0",2010,17,2010-04-24,2010-04-30
"24","Ratnapura","23","8","0","0","0","2","0","0","0",2010,17,2010-04-24,2010-04-30
"25","Kegalle","5","8","0","1","0","1","0","0","0",2010,17,2010-04-24,2010-04-30
"26","Kalmune","12","9","0","0","0","0","0","0","0",2010,17,2010-04-24,2010-04-30
