"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","489","1","0","1","1","9","1","0","0","9","1","0",2019,30,2019-07-20,2019-07-26
"2","Gampaha","487","1","0","0","1","0","0","1","0","7","1","0",2019,30,2019-07-20,2019-07-26
"3","Kalutara","188","2","0","0","0","11","0","0","0","10","1","0",2019,30,2019-07-20,2019-07-26
"4","Kandy","134","4","0","0","2","1","2","0","0","0","0","2",2019,30,2019-07-20,2019-07-26
"5","Matale","15","0","0","0","0","1","0","1","0","3","0","8",2019,30,2019-07-20,2019-07-26
"6","NuwaraEliya","4","5","1","0","0","0","1","0","0","2","1","0",2019,30,2019-07-20,2019-07-26
"7","Galle","186","0","1","0","0","13","1","3","0","10","1","0",2019,30,2019-07-20,2019-07-26
"8","Hambanthota","78","3","1","0","0","5","2","0","0","5","2","11",2019,30,2019-07-20,2019-07-26
"9","Matara","129","0","0","0","0","5","0","0","0","2","0","12",2019,30,2019-07-20,2019-07-26
"10","Jaffna","21","2","1","0","3","0","0","0","0","1","1","0",2019,30,2019-07-20,2019-07-26
"11","Kilinochchi","4","1","0","0","0","0","0","0","0","0","0","0",2019,30,2019-07-20,2019-07-26
"12","Mannar","0","1","0","0","0","0","0","0","0","0","0","0",2019,30,2019-07-20,2019-07-26
"13","Vavuniya","1","0","0","0","2","0","0","0","0","0","0","0",2019,30,2019-07-20,2019-07-26
"14","Mullaitivu","1","0","0","0","0","0","0","0","0","0","0","0",2019,30,2019-07-20,2019-07-26
"15","Batticaloa","15","6","0","0","12","0","0","0","0","6","0","0",2019,30,2019-07-20,2019-07-26
"16","Ampara","9","2","0","0","0","1","0","0","0","17","0","0",2019,30,2019-07-20,2019-07-26
"17","Trincomalee","15","0","0","0","0","0","0","0","1","7","1","0",2019,30,2019-07-20,2019-07-26
"18","Kurunagala","68","0","2","0","0","0","1","1","0","4","1","14",2019,30,2019-07-20,2019-07-26
"19","Puttalam","29","1","0","0","3","0","0","0","0","2","1","0",2019,30,2019-07-20,2019-07-26
"20","Anuradhapura","16","2","0","0","0","1","1","0","0","3","1","7",2019,30,2019-07-20,2019-07-26
"21","Polonnaruwa","9","1","0","0","0","1","0","0","0","2","1","9",2019,30,2019-07-20,2019-07-26
"22","Badulla","22","2","0","0","0","2","2","0","0","7","4","0",2019,30,2019-07-20,2019-07-26
"23","Monaragala","16","0","0","0","0","2","2","0","0","7","1","1",2019,30,2019-07-20,2019-07-26
"24","Ratnapura","91","1","0","0","0","25","2","1","0","3","3","0",2019,30,2019-07-20,2019-07-26
"25","Kegalle","51","3","0","0","0","7","2","2","0","6","2","0",2019,30,2019-07-20,2019-07-26
"26","Kalmune","9","6","0","0","0","0","0","0","0","7","0","0",2019,30,2019-07-20,2019-07-26
