"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","39","3","0","8","0","2","0","1","0",2009,2,2009-01-03,2009-01-09
"2","Gampaha","19","3","0","2","0","3","0","2","0",2009,2,2009-01-03,2009-01-09
"3","Kalutara","11","18","1","0","0","1","0","1","0",2009,2,2009-01-03,2009-01-09
"4","Kandy","42","21","0","0","0","8","5","0","0",2009,2,2009-01-03,2009-01-09
"5","Matale","9","4","0","1","1","25","0","0","0",2009,2,2009-01-03,2009-01-09
"6","NuwaraEliya","1","5","0","3","20","3","0","0","0",2009,2,2009-01-03,2009-01-09
"7","Galle","2","4","0","0","0","2","0","0","0",2009,2,2009-01-03,2009-01-09
"8","Hambanthota","3","1","0","0","0","0","2","2","0",2009,2,2009-01-03,2009-01-09
"9","Matara","18","7","0","0","0","2","4","0","0",2009,2,2009-01-03,2009-01-09
"10","Jaffna","1","5","0","5","18","0","13","0","0",2009,2,2009-01-03,2009-01-09
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,2,2009-01-03,2009-01-09
"12","Mannar","0","0","0","2","0","0","0","1","0",2009,2,2009-01-03,2009-01-09
"13","Vavuniya","0","2","0","0","0","0","0","0","0",2009,2,2009-01-03,2009-01-09
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,2,2009-01-03,2009-01-09
"15","Batticaloa","0","8","1","0","0","0","0","1","0",2009,2,2009-01-03,2009-01-09
"16","Ampara","0","0","0","1","0","1","0","0","0",2009,2,2009-01-03,2009-01-09
"17","Trincomalee","0","2","0","0","0","0","0","0","0",2009,2,2009-01-03,2009-01-09
"18","Kurunagala","10","5","1","1","0","2","4","3","0",2009,2,2009-01-03,2009-01-09
"19","Puttalam","2","2","0","4","0","2","3","0","0",2009,2,2009-01-03,2009-01-09
"20","Anuradhapura","0","0","0","0","0","3","0","1","0",2009,2,2009-01-03,2009-01-09
"21","Polonnaruwa","0","0","0","0","0","0","0","0","0",2009,2,2009-01-03,2009-01-09
"22","Badulla","1","7","0","3","6","6","1","5","0",2009,2,2009-01-03,2009-01-09
"23","Monaragala","0","1","0","0","0","0","3","2","0",2009,2,2009-01-03,2009-01-09
"24","Ratnapura","2","9","0","1","0","1","0","0","0",2009,2,2009-01-03,2009-01-09
"25","Kegalle","21","6","0","2","0","1","1","3","0",2009,2,2009-01-03,2009-01-09
"26","Kalmune","0","2","0","0","0","0","0","0","0",2009,2,2009-01-03,2009-01-09
