"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","48","0","1","0","0","0","0","0","0","6","0","0",2020,12,2020-03-14,2020-03-20
"2","Gampaha","10","0","0","0","0","1","0","1","0","3","0","0",2020,12,2020-03-14,2020-03-20
"3","Kalutara","20","0","0","0","0","8","0","0","0","13","0","0",2020,12,2020-03-14,2020-03-20
"4","Kandy","21","0","0","0","0","0","2","1","0","12","0","0",2020,12,2020-03-14,2020-03-20
"5","Matale","10","0","0","0","1","0","0","0","0","1","0","10",2020,12,2020-03-14,2020-03-20
"6","NuwaraEliya","2","2","0","0","0","0","0","0","0","2","0","0",2020,12,2020-03-14,2020-03-20
"7","Galle","3","0","0","0","0","1","0","0","0","6","1","0",2020,12,2020-03-14,2020-03-20
"8","Hambanthota","2","0","0","0","1","0","0","0","0","4","0","2",2020,12,2020-03-14,2020-03-20
"9","Matara","0","0","0","0","0","0","0","0","0","0","0","0",2020,12,2020-03-14,2020-03-20
"10","Jaffna","19","1","0","0","0","0","4","0","0","3","0","0",2020,12,2020-03-14,2020-03-20
"11","Kilinochchi","3","5","0","0","0","0","1","0","0","0","1","0",2020,12,2020-03-14,2020-03-20
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2020,12,2020-03-14,2020-03-20
"13","Vavuniya","3","0","0","0","0","0","0","0","0","0","0","0",2020,12,2020-03-14,2020-03-20
"14","Mullaitivu","1","0","0","0","0","0","0","0","0","0","0","0",2020,12,2020-03-14,2020-03-20
"15","Batticaloa","34","3","0","0","0","0","0","0","0","4","0","0",2020,12,2020-03-14,2020-03-20
"16","Ampara","8","0","0","0","0","1","0","0","0","3","0","0",2020,12,2020-03-14,2020-03-20
"17","Trincomalee","22","0","0","0","0","1","0","0","0","7","0","0",2020,12,2020-03-14,2020-03-20
"18","Kurunagala","8","0","0","0","0","0","0","0","0","9","1","1",2020,12,2020-03-14,2020-03-20
"19","Puttalam","4","1","0","0","0","0","0","0","0","0","0","0",2020,12,2020-03-14,2020-03-20
"20","Anuradhapura","9","0","0","0","0","1","0","0","0","1","0","4",2020,12,2020-03-14,2020-03-20
"21","Polonnaruwa","4","0","0","0","0","1","0","0","0","7","0","3",2020,12,2020-03-14,2020-03-20
"22","Badulla","4","0","0","0","0","4","3","0","0","5","0","0",2020,12,2020-03-14,2020-03-20
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,12,2020-03-14,2020-03-20
"24","Ratnapura","7","0","0","0","0","7","0","1","0","2","1","1",2020,12,2020-03-14,2020-03-20
"25","Kegalle","3","0","0","0","0","0","0","0","0","6","0","0",2020,12,2020-03-14,2020-03-20
"26","Kalmune","8","0","0","0","0","0","0","0","0","8","0","0",2020,12,2020-03-14,2020-03-20
