"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","72","2","0","1","0","16","1","3","0",2010,8,2010-02-20,2010-02-26
"2","Gampaha","118","0","0","2","1","28","1","2","0",2010,8,2010-02-20,2010-02-26
"3","Kalutara","35","2","1","0","0","7","0","2","0",2010,8,2010-02-20,2010-02-26
"4","Kandy","24","4","0","0","0","0","2","0","0",2010,8,2010-02-20,2010-02-26
"5","Matale","20","12","0","0","0","1","0","2","0",2010,8,2010-02-20,2010-02-26
"6","NuwaraEliya","0","1","0","1","0","0","0","0","0",2010,8,2010-02-20,2010-02-26
"7","Galle","19","4","1","0","0","1","1","0","0",2010,8,2010-02-20,2010-02-26
"8","Hambanthota","35","2","0","0","0","0","3","0","0",2010,8,2010-02-20,2010-02-26
"9","Matara","8","3","0","0","0","17","3","0","0",2010,8,2010-02-20,2010-02-26
"10","Jaffna","34","3","0","10","0","0","2","1","0",2010,8,2010-02-20,2010-02-26
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,8,2010-02-20,2010-02-26
"12","Mannar","7","0","0","0","0","0","0","0","0",2010,8,2010-02-20,2010-02-26
"13","Vavuniya","13","1","0","1","0","0","0","0","0",2010,8,2010-02-20,2010-02-26
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,8,2010-02-20,2010-02-26
"15","Batticaloa","78","1","0","0","0","0","0","0","0",2010,8,2010-02-20,2010-02-26
"16","Ampara","0","0","0","0","0","1","0","0","0",2010,8,2010-02-20,2010-02-26
"17","Trincomalee","19","1","1","0","0","0","0","1","0",2010,8,2010-02-20,2010-02-26
"18","Kurunagala","34","3","0","0","1","21","3","9","0",2010,8,2010-02-20,2010-02-26
"19","Puttalam","9","1","1","1","0","17","0","1","0",2010,8,2010-02-20,2010-02-26
"20","Anuradhapura","39","2","0","0","0","3","0","0","1",2010,8,2010-02-20,2010-02-26
"21","Polonnaruwa","13","1","0","0","0","1","0","0","0",2010,8,2010-02-20,2010-02-26
"22","Badulla","10","0","0","3","0","0","2","0","0",2010,8,2010-02-20,2010-02-26
"23","Monaragala","7","1","0","0","0","0","3","0","0",2010,8,2010-02-20,2010-02-26
"24","Ratnapura","18","3","0","0","0","0","0","2","0",2010,8,2010-02-20,2010-02-26
"25","Kegalle","33","2","0","2","0","8","0","4","0",2010,8,2010-02-20,2010-02-26
"26","Kalmune","18","1","0","0","0","0","0","1","0",2010,8,2010-02-20,2010-02-26
