"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","156","4","1","4","6","3","0","0","0","4","0","0",2015,28,2015-07-04,2015-07-10
"2","Gampaha","59","0","1","0","0","4","1","0","0","4","0","0",2015,28,2015-07-04,2015-07-10
"3","Kalutara","27","1","0","0","0","14","0","0","0","6","0","0",2015,28,2015-07-04,2015-07-10
"4","Kandy","9","0","0","1","0","7","1","1","0","4","0","0",2015,28,2015-07-04,2015-07-10
"5","Matale","1","0","0","0","0","0","0","1","0","0","0","0",2015,28,2015-07-04,2015-07-10
"6","NuwaraEliya","0","2","0","0","0","0","1","2","0","0","0","0",2015,28,2015-07-04,2015-07-10
"7","Galle","5","1","0","1","0","0","0","0","0","1","0","0",2015,28,2015-07-04,2015-07-10
"8","Hambanthota","2","2","0","1","0","4","0","0","0","1","1","11",2015,28,2015-07-04,2015-07-10
"9","Matara","2","0","0","0","0","0","0","1","0","2","0","3",2015,28,2015-07-04,2015-07-10
"10","Jaffna","14","34","1","2","0","0","3","1","0","1","0","0",2015,28,2015-07-04,2015-07-10
"11","Kilinochchi","1","1","0","0","0","0","0","0","0","0","0","0",2015,28,2015-07-04,2015-07-10
"12","Mannar","0","0","0","0","0","0","1","0","0","0","0","0",2015,28,2015-07-04,2015-07-10
"13","Vavuniya","2","0","0","1","0","1","0","0","0","1","3","1",2015,28,2015-07-04,2015-07-10
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2015,28,2015-07-04,2015-07-10
"15","Batticaloa","27","11","0","1","0","0","0","0","0","0","1","0",2015,28,2015-07-04,2015-07-10
"16","Ampara","0","1","0","0","1","0","0","0","0","1","0","0",2015,28,2015-07-04,2015-07-10
"17","Trincomalee","8","1","0","0","0","0","0","0","0","3","0","0",2015,28,2015-07-04,2015-07-10
"18","Kurunagala","15","3","0","0","0","3","0","1","0","8","1","3",2015,28,2015-07-04,2015-07-10
"19","Puttalam","4","3","0","0","0","0","0","0","0","1","1","0",2015,28,2015-07-04,2015-07-10
"20","Anuradhapura","3","2","0","0","4","1","1","0","0","2","0","13",2015,28,2015-07-04,2015-07-10
"21","Polonnaruwa","0","1","0","0","0","0","0","0","0","0","0","0",2015,28,2015-07-04,2015-07-10
"22","Badulla","5","12","0","1","0","0","0","4","0","6","1","0",2015,28,2015-07-04,2015-07-10
"23","Monaragala","1","4","0","0","0","5","2","1","0","0","0","0",2015,28,2015-07-04,2015-07-10
"24","Ratnapura","20","10","1","1","0","9","0","3","0","0","3","0",2015,28,2015-07-04,2015-07-10
"25","Kegalle","8","0","0","0","0","1","1","3","0","2","1","0",2015,28,2015-07-04,2015-07-10
"26","Kalmune","3","2","0","0","0","0","0","0","0","2","0","0",2015,28,2015-07-04,2015-07-10
