"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","54","11","00","02","00","05","00","04",2007,36,2007-09-01,2007-09-07
"2","Gampaha","17","03","00","02","00","05","00","15",2007,36,2007-09-01,2007-09-07
"3","Kalutara","14","07","00","01","00","01","00","01",2007,36,2007-09-01,2007-09-07
"4","Kandy","06","08","00","02","01","02","00","27",2007,36,2007-09-01,2007-09-07
"5","Matale","01","02","00","00","00","00","00","07",2007,36,2007-09-01,2007-09-07
"6","NuwaraEliya","01","02","00","02","01","00","01","21",2007,36,2007-09-01,2007-09-07
"7","Galle","01","08","00","00","00","01","00","00",2007,36,2007-09-01,2007-09-07
"8","Hambanthota","02","05","00","00","00","00","03","01",2007,36,2007-09-01,2007-09-07
"9","Matara","05","04","00","03","01","10","09","01",2007,36,2007-09-01,2007-09-07
"10","Jaffna","00","00","00","00","00","00","00","00",2007,36,2007-09-01,2007-09-07
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,36,2007-09-01,2007-09-07
"12","Mannar","00","00","00","00","00","00","00","00",2007,36,2007-09-01,2007-09-07
"13","Vavuniya","02","00","00","00","01","00","00","00",2007,36,2007-09-01,2007-09-07
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,36,2007-09-01,2007-09-07
"15","Batticaloa","01","02","00","00","00","00","00","10",2007,36,2007-09-01,2007-09-07
"16","Ampara","00","02","00","00","00","00","00","01",2007,36,2007-09-01,2007-09-07
"17","Trincomalee","00","00","00","00","00","00","00","01",2007,36,2007-09-01,2007-09-07
"18","Kurunagala","32","07","00","01","03","00","02","03",2007,36,2007-09-01,2007-09-07
"19","Puttalam","03","03","00","02","00","01","01","03",2007,36,2007-09-01,2007-09-07
"20","Anuradhapura","05","00","00","01","00","00","00","01",2007,36,2007-09-01,2007-09-07
"21","Polonnaruwa","01","01","00","00","00","00","00","04",2007,36,2007-09-01,2007-09-07
"22","Badulla","01","06","00","00","00","01","02","03",2007,36,2007-09-01,2007-09-07
"23","Monaragala","02","04","00","00","00","02","01","01",2007,36,2007-09-01,2007-09-07
"24","Ratnapura","14","05","00","00","00","00","01","01",2007,36,2007-09-01,2007-09-07
"25","Kegalle","04","03","00","01","00","01","01","03",2007,36,2007-09-01,2007-09-07
"26","Kalmune","0","14","00","00","00","00","00","01",2007,36,2007-09-01,2007-09-07
