"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","128","3","0","1","0","4","0","0","0",2012,31,2012-07-28,2012-08-03
"2","Gampaha","36","0","0","0","0","3","0","3","0",2012,31,2012-07-28,2012-08-03
"3","Kalutara","10","0","0","0","0","2","0","0","0",2012,31,2012-07-28,2012-08-03
"4","Kandy","52","1","0","0","4","0","0","1","0",2012,31,2012-07-28,2012-08-03
"5","Matale","3","1","0","0","0","0","0","0","0",2012,31,2012-07-28,2012-08-03
"6","NuwaraEliya","1","2","0","0","0","0","0","0","0",2012,31,2012-07-28,2012-08-03
"7","Galle","39","1","0","0","0","3","1","0","0",2012,31,2012-07-28,2012-08-03
"8","Hambanthota","12","0","0","0","0","0","1","0","0",2012,31,2012-07-28,2012-08-03
"9","Matara","29","1","0","1","0","2","1","2","0",2012,31,2012-07-28,2012-08-03
"10","Jaffna","3","1","1","8","3","0","1","0","0",2012,31,2012-07-28,2012-08-03
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2012,31,2012-07-28,2012-08-03
"12","Mannar","0","0","0","0","0","0","0","0","0",2012,31,2012-07-28,2012-08-03
"13","Vavuniya","2","2","0","0","0","0","0","0","0",2012,31,2012-07-28,2012-08-03
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2012,31,2012-07-28,2012-08-03
"15","Batticaloa","1","5","0","0","0","0","0","0","0",2012,31,2012-07-28,2012-08-03
"16","Ampara","0","0","0","0","0","0","0","0","0",2012,31,2012-07-28,2012-08-03
"17","Trincomalee","0","4","0","0","0","0","0","0","0",2012,31,2012-07-28,2012-08-03
"18","Kurunagala","37","2","0","1","0","0","0","4","1",2012,31,2012-07-28,2012-08-03
"19","Puttalam","0","0","0","0","0","0","0","0","0",2012,31,2012-07-28,2012-08-03
"20","Anuradhapura","4","0","0","0","2","1","0","0","0",2012,31,2012-07-28,2012-08-03
"21","Polonnaruwa","2","0","0","0","0","1","0","0","0",2012,31,2012-07-28,2012-08-03
"22","Badulla","2","2","0","1","0","0","0","0","0",2012,31,2012-07-28,2012-08-03
"23","Monaragala","3","0","0","0","0","0","1","0","0",2012,31,2012-07-28,2012-08-03
"24","Ratnapura","15","1","0","0","0","2","0","0","0",2012,31,2012-07-28,2012-08-03
"25","Kegalle","80","1","0","2","0","4","2","2","0",2012,31,2012-07-28,2012-08-03
"26","Kalmune","1","2","0","0","3","0","0","0","0",2012,31,2012-07-28,2012-08-03
