"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","38","05","00","03","01","04","00","00",2007,3,2007-01-13,2007-01-19
"2","Gampaha","16","00","03","02","00","02","01","02",2007,3,2007-01-13,2007-01-19
"3","Kalutara","06","07","00","03","00","01","00","02",2007,3,2007-01-13,2007-01-19
"4","Kandy","14","02","00","02","01","04","05","02",2007,3,2007-01-13,2007-01-19
"5","Matale","07","06","00","00","00","02","01","03",2007,3,2007-01-13,2007-01-19
"6","NuwaraEliya","02","09","00","03","00","00","00","09",2007,3,2007-01-13,2007-01-19
"7","Galle","04","04","01","01","00","03","01","03",2007,3,2007-01-13,2007-01-19
"8","Hambanthota","01","00","00","00","00","02","03","01",2007,3,2007-01-13,2007-01-19
"9","Matara","04","05","01","00","00","00","06","00",2007,3,2007-01-13,2007-01-19
"10","Jaffna","00","00","00","00","00","00","00","00",2007,3,2007-01-13,2007-01-19
"11","Kilinochchi","00","00","00","00","00","00","00","01",2007,3,2007-01-13,2007-01-19
"12","Mannar","02","02","00","01","00","00","00","00",2007,3,2007-01-13,2007-01-19
"13","Vavuniya","00","02","00","00","03","02","00","01",2007,3,2007-01-13,2007-01-19
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,3,2007-01-13,2007-01-19
"15","Batticaloa","00","07","01","01","00","00","00","12",2007,3,2007-01-13,2007-01-19
"16","Ampara","00","02","00","00","00","00","00","00",2007,3,2007-01-13,2007-01-19
"17","Trincomalee","02","00","01","00","17","00","00","01",2007,3,2007-01-13,2007-01-19
"18","Kurunagala","10","08","00","01","00","00","01","01",2007,3,2007-01-13,2007-01-19
"19","Puttalam","11","03","01","03","00","01","00","01",2007,3,2007-01-13,2007-01-19
"20","Anuradhapura","00","04","01","01","00","01","02","02",2007,3,2007-01-13,2007-01-19
"21","Polonnaruwa","02","08","01","00","00","02","00","00",2007,3,2007-01-13,2007-01-19
"22","Badulla","02","08","00","02","00","01","04","08",2007,3,2007-01-13,2007-01-19
"23","Monaragala","01","02","00","00","00","01","01","00",2007,3,2007-01-13,2007-01-19
"24","Ratnapura","02","02","00","00","01","00","00","03",2007,3,2007-01-13,2007-01-19
"25","Kegalle","07","03","00","01","00","03","01","02",2007,3,2007-01-13,2007-01-19
"26","Kalmune","00","00","00","00","00","00","00","04",2007,3,2007-01-13,2007-01-19
