"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","60","1","1","1","0","1","0","1","0","4","0","0",2016,46,2016-11-05,2016-11-11
"2","Gampaha","13","0","0","0","0","1","0","0","0","1","0","0",2016,46,2016-11-05,2016-11-11
"3","Kalutara","20","2","0","0","2","4","0","1","0","5","1","0",2016,46,2016-11-05,2016-11-11
"4","Kandy","15","1","0","0","0","0","0","0","0","4","0","0",2016,46,2016-11-05,2016-11-11
"5","Matale","5","0","0","0","0","0","0","0","0","0","0","0",2016,46,2016-11-05,2016-11-11
"6","NuwaraEliya","3","1","0","1","0","1","3","0","0","3","1","0",2016,46,2016-11-05,2016-11-11
"7","Galle","34","2","0","0","0","5","1","0","0","2","1","0",2016,46,2016-11-05,2016-11-11
"8","Hambanthota","9","1","0","0","0","0","0","0","0","0","0","6",2016,46,2016-11-05,2016-11-11
"9","Matara","17","1","0","0","0","2","2","0","0","4","0","3",2016,46,2016-11-05,2016-11-11
"10","Jaffna","38","9","1","1","5","1","5","0","0","2","0","0",2016,46,2016-11-05,2016-11-11
"11","Kilinochchi","0","0","0","0","0","0","0","0","0","0","1","0",2016,46,2016-11-05,2016-11-11
"12","Mannar","6","4","0","0","0","0","0","0","0","0","0","0",2016,46,2016-11-05,2016-11-11
"13","Vavuniya","0","0","0","0","0","0","0","0","0","0","0","0",2016,46,2016-11-05,2016-11-11
"14","Mullaitivu","2","1","0","0","0","0","0","0","0","1","0","0",2016,46,2016-11-05,2016-11-11
"15","Batticaloa","2","3","1","0","0","0","0","0","0","0","1","0",2016,46,2016-11-05,2016-11-11
"16","Ampara","0","0","0","0","0","0","0","0","0","0","0","0",2016,46,2016-11-05,2016-11-11
"17","Trincomalee","1","0","0","0","0","1","0","0","0","2","0","0",2016,46,2016-11-05,2016-11-11
"18","Kurunagala","13","1","0","0","0","1","0","1","0","4","6","0",2016,46,2016-11-05,2016-11-11
"19","Puttalam","3","1","0","0","0","0","0","0","0","1","2","0",2016,46,2016-11-05,2016-11-11
"20","Anuradhapura","4","1","0","0","0","0","0","0","0","3","0","11",2016,46,2016-11-05,2016-11-11
"21","Polonnaruwa","2","0","0","0","0","0","0","0","0","0","0","0",2016,46,2016-11-05,2016-11-11
"22","Badulla","16","5","0","0","0","3","0","0","1","5","2","0",2016,46,2016-11-05,2016-11-11
"23","Monaragala","1","1","0","0","0","0","1","1","0","1","0","0",2016,46,2016-11-05,2016-11-11
"24","Ratnapura","10","0","0","0","0","7","1","2","0","3","1","0",2016,46,2016-11-05,2016-11-11
"25","Kegalle","14","0","0","0","0","3","2","1","0","4","2","0",2016,46,2016-11-05,2016-11-11
"26","Kalmune","7","3","0","0","0","0","0","0","0","2","0","0",2016,46,2016-11-05,2016-11-11
