"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","246","3","0","4","0","4","0","3","0","3","2","0",2014,32,2014-08-02,2014-08-08
"2","Gampaha","54","0","1","1","0","3","0","11","0","0","1","0",2014,32,2014-08-02,2014-08-08
"3","Kalutara","53","5","1","1","1","4","0","0","0","1","1","0",2014,32,2014-08-02,2014-08-08
"4","Kandy","55","3","0","2","0","3","3","3","0","3","2","1",2014,32,2014-08-02,2014-08-08
"5","Matale","16","3","1","0","0","1","0","3","0","0","2","0",2014,32,2014-08-02,2014-08-08
"6","NuwaraEliya","3","2","0","0","0","0","3","0","0","2","1","0",2014,32,2014-08-02,2014-08-08
"7","Galle","4","2","0","0","0","3","0","0","0","0","0","0",2014,32,2014-08-02,2014-08-08
"8","Hambanthota","7","0","0","0","3","2","1","0","0","1","3","5",2014,32,2014-08-02,2014-08-08
"9","Matara","20","4","0","0","1","1","3","0","0","1","0","0",2014,32,2014-08-02,2014-08-08
"10","Jaffna","29","11","1","2","1","0","3","0","0","6","0","1",2014,32,2014-08-02,2014-08-08
"11","Kilinochchi","2","1","0","1","0","0","0","0","0","0","0","0",2014,32,2014-08-02,2014-08-08
"12","Mannar","1","0","0","1","0","0","0","0","0","0","0","0",2014,32,2014-08-02,2014-08-08
"13","Vavuniya","2","1","0","1","0","0","0","0","0","0","0","0",2014,32,2014-08-02,2014-08-08
"14","Mullaitivu","1","0","0","0","0","0","0","0","0","0","0","0",2014,32,2014-08-02,2014-08-08
"15","Batticaloa","4","4","0","0","4","0","1","0","0","0","0","0",2014,32,2014-08-02,2014-08-08
"16","Ampara","1","0","0","0","0","0","0","0","0","0","0","0",2014,32,2014-08-02,2014-08-08
"17","Trincomalee","4","1","0","0","0","1","1","0","0","3","3","0",2014,32,2014-08-02,2014-08-08
"18","Kurunagala","54","8","1","0","0","0","1","2","0","10","3","3",2014,32,2014-08-02,2014-08-08
"19","Puttalam","8","2","0","0","0","0","0","0","0","1","2","0",2014,32,2014-08-02,2014-08-08
"20","Anuradhapura","5","3","0","1","1","1","0","0","0","1","0","9",2014,32,2014-08-02,2014-08-08
"21","Polonnaruwa","1","0","0","0","0","0","0","0","0","0","0","0",2014,32,2014-08-02,2014-08-08
"22","Badulla","11","3","0","1","0","1","2","3","0","1","5","0",2014,32,2014-08-02,2014-08-08
"23","Monaragala","2","0","0","0","0","0","2","1","0","0","0","0",2014,32,2014-08-02,2014-08-08
"24","Ratnapura","58","2","1","1","0","6","0","9","0","0","0","0",2014,32,2014-08-02,2014-08-08
"25","Kegalle","55","1","0","1","0","2","1","6","0","7","2","0",2014,32,2014-08-02,2014-08-08
"26","Kalmune","0","0","0","0","2","0","0","0","0","0","0","0",2014,32,2014-08-02,2014-08-08
