"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","397","1","0","1","5","6","0","0","0","9","2","0",2017,34,2017-08-19,2017-08-25
"2","Gampaha","385","1","0","0","0","0","1","0","0","1","2","0",2017,34,2017-08-19,2017-08-25
"3","Kalutara","223","1","0","1","0","2","0","1","1","11","3","0",2017,34,2017-08-19,2017-08-25
"4","Kandy","344","0","0","0","0","1","2","0","0","4","0","2",2017,34,2017-08-19,2017-08-25
"5","Matale","45","0","1","0","2","0","0","1","0","1","1","0",2017,34,2017-08-19,2017-08-25
"6","NuwaraEliya","22","1","0","1","0","4","0","0","0","3","1","0",2017,34,2017-08-19,2017-08-25
"7","Galle","127","1","1","3","0","7","5","3","0","5","0","0",2017,34,2017-08-19,2017-08-25
"8","Hambanthota","59","0","0","0","0","0","0","0","0","0","1","4",2017,34,2017-08-19,2017-08-25
"9","Matara","163","2","0","0","0","1","0","0","0","6","0","8",2017,34,2017-08-19,2017-08-25
"10","Jaffna","64","11","1","0","0","2","0","0","0","4","0","0",2017,34,2017-08-19,2017-08-25
"11","Kilinochchi","8","0","0","1","0","0","0","0","0","0","0","0",2017,34,2017-08-19,2017-08-25
"12","Mannar","4","0","0","0","0","0","0","0","0","0","0","0",2017,34,2017-08-19,2017-08-25
"13","Vavuniya","4","0","0","0","0","0","0","0","0","1","0","0",2017,34,2017-08-19,2017-08-25
"14","Mullaitivu","16","0","0","0","0","0","0","0","0","0","0","0",2017,34,2017-08-19,2017-08-25
"15","Batticaloa","37","4","0","0","0","0","0","0","0","2","1","0",2017,34,2017-08-19,2017-08-25
"16","Ampara","26","2","0","0","0","2","0","0","0","8","3","0",2017,34,2017-08-19,2017-08-25
"17","Trincomalee","14","0","0","0","3","1","0","0","0","5","0","4",2017,34,2017-08-19,2017-08-25
"18","Kurunagala","246","1","0","0","0","1","0","0","0","10","3","4",2017,34,2017-08-19,2017-08-25
"19","Puttalam","199","1","0","0","5","1","0","0","0","4","1","0",2017,34,2017-08-19,2017-08-25
"20","Anuradhapura","34","0","0","0","0","0","2","0","0","3","3","9",2017,34,2017-08-19,2017-08-25
"21","Polonnaruwa","7","0","0","0","0","1","1","0","0","0","0","0",2017,34,2017-08-19,2017-08-25
"22","Badulla","68","4","0","0","0","9","3","0","0","6","13","0",2017,34,2017-08-19,2017-08-25
"23","Monaragala","59","2","0","0","0","3","3","0","0","2","1","1",2017,34,2017-08-19,2017-08-25
"24","Ratnapura","256","4","0","1","0","7","1","3","0","0","1","1",2017,34,2017-08-19,2017-08-25
"25","Kegalle","395","0","1","0","0","8","1","0","0","3","2","1",2017,34,2017-08-19,2017-08-25
"26","Kalmune","25","1","0","0","2","0","0","0","0","1","1","0",2017,34,2017-08-19,2017-08-25
