"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","145","6","6","1","0","8","0","0","0",2010,24,2010-06-12,2010-06-18
"2","Gampaha","35","2","1","1","0","2","0","0","1",2010,24,2010-06-12,2010-06-18
"3","Kalutara","10","0","0","0","0","2","0","0","0",2010,24,2010-06-12,2010-06-18
"4","Kandy","5","1","0","0","0","3","4","0","0",2010,24,2010-06-12,2010-06-18
"5","Matale","2","0","0","0","0","1","0","0","0",2010,24,2010-06-12,2010-06-18
"6","NuwaraEliya","3","9","0","0","0","0","1","0","0",2010,24,2010-06-12,2010-06-18
"7","Galle","39","1","0","2","1","1","1","0","0",2010,24,2010-06-12,2010-06-18
"8","Hambanthota","15","1","0","0","2","3","0","0","0",2010,24,2010-06-12,2010-06-18
"9","Matara","12","5","0","1","3","1","3","1","0",2010,24,2010-06-12,2010-06-18
"10","Jaffna","60","18","0","8","0","0","1","1","0",2010,24,2010-06-12,2010-06-18
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,24,2010-06-12,2010-06-18
"12","Mannar","8","2","0","1","0","0","0","0","0",2010,24,2010-06-12,2010-06-18
"13","Vavuniya","5","2","0","2","0","0","0","0","0",2010,24,2010-06-12,2010-06-18
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,24,2010-06-12,2010-06-18
"15","Batticaloa","0","8","0","0","0","0","0","0","0",2010,24,2010-06-12,2010-06-18
"16","Ampara","1","1","0","0","0","0","0","0","0",2010,24,2010-06-12,2010-06-18
"17","Trincomalee","8","8","1","0","0","2","1","0","0",2010,24,2010-06-12,2010-06-18
"18","Kurunagala","26","6","0","3","0","3","0","3","0",2010,24,2010-06-12,2010-06-18
"19","Puttalam","6","3","0","0","0","0","0","0","0",2010,24,2010-06-12,2010-06-18
"20","Anuradhapura","9","0","0","0","0","3","1","0","0",2010,24,2010-06-12,2010-06-18
"21","Polonnaruwa","10","0","0","0","0","0","0","12","0",2010,24,2010-06-12,2010-06-18
"22","Badulla","4","1","0","0","0","1","0","0","0",2010,24,2010-06-12,2010-06-18
"23","Monaragala","2","1","0","1","0","1","0","0","0",2010,24,2010-06-12,2010-06-18
"24","Ratnapura","69","7","0","0","0","9","1","1","0",2010,24,2010-06-12,2010-06-18
"25","Kegalle","16","6","2","1","0","4","1","2","0",2010,24,2010-06-12,2010-06-18
"26","Kalmune","1","3","0","0","1","0","0","0","0",2010,24,2010-06-12,2010-06-18
