"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","44","03","00","05","00","05","00","02",2007,48,2007-11-24,2007-11-30
"2","Gampaha","33","07","02","04","05","05","00","01",2007,48,2007-11-24,2007-11-30
"3","Kalutara","09","02","00","01","00","07","00","01",2007,48,2007-11-24,2007-11-30
"4","Kandy","06","05","00","00","00","09","02","03",2007,48,2007-11-24,2007-11-30
"5","Matale","03","03","00","00","00","15","00","02",2007,48,2007-11-24,2007-11-30
"6","NuwaraEliya","00","03","00","02","00","01","00","03",2007,48,2007-11-24,2007-11-30
"7","Galle","03","05","00","01","00","13","00","00",2007,48,2007-11-24,2007-11-30
"8","Hambanthota","00","02","00","00","00","02","03","00",2007,48,2007-11-24,2007-11-30
"9","Matara","09","05","00","02","00","04","02","00",2007,48,2007-11-24,2007-11-30
"10","Jaffna","07","01","00","03","00","00","01","00",2007,48,2007-11-24,2007-11-30
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,48,2007-11-24,2007-11-30
"12","Mannar","00","04","00","03","00","00","00","00",2007,48,2007-11-24,2007-11-30
"13","Vavuniya","04","06","00","00","05","00","00","00",2007,48,2007-11-24,2007-11-30
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,48,2007-11-24,2007-11-30
"15","Batticaloa","00","02","00","01","00","00","00","08",2007,48,2007-11-24,2007-11-30
"16","Ampara","00","14","00","00","00","02","00","02",2007,48,2007-11-24,2007-11-30
"17","Trincomalee","00","16","00","00","00","00","00","00",2007,48,2007-11-24,2007-11-30
"18","Kurunagala","12","07","00","04","00","05","00","01",2007,48,2007-11-24,2007-11-30
"19","Puttalam","19","10","01","01","00","00","00","00",2007,48,2007-11-24,2007-11-30
"20","Anuradhapura","04","05","00","00","00","01","00","00",2007,48,2007-11-24,2007-11-30
"21","Polonnaruwa","01","09","00","00","00","00","00","00",2007,48,2007-11-24,2007-11-30
"22","Badulla","02","14","00","00","00","00","02","34",2007,48,2007-11-24,2007-11-30
"23","Monaragala","02","08","00","00","00","01","02","00",2007,48,2007-11-24,2007-11-30
"24","Ratnapura","10","05","00","00","00","03","03","01",2007,48,2007-11-24,2007-11-30
"25","Kegalle","03","07","00","00","00","05","01","03",2007,48,2007-11-24,2007-11-30
"26","Kalmune","00","02","00","00","00","00","00","00",2007,48,2007-11-24,2007-11-30
