"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","20","04","00","00","01","00","00","03",2007,35,2007-08-25,2007-08-31
"2","Gampaha","11","01","00","00","00","02","00","03",2007,35,2007-08-25,2007-08-31
"3","Kalutara","05","04","00","00","00","00","00","01",2007,35,2007-08-25,2007-08-31
"4","Kandy","03","05","00","00","00","02","02","25",2007,35,2007-08-25,2007-08-31
"5","Matale","02","03","00","02","01","00","00","00",2007,35,2007-08-25,2007-08-31
"6","NuwaraEliya","03","00","00","01","00","00","00","07",2007,35,2007-08-25,2007-08-31
"7","Galle","02","06","00","00","00","01","02","00",2007,35,2007-08-25,2007-08-31
"8","Hambanthota","05","07","00","00","00","00","02","00",2007,35,2007-08-25,2007-08-31
"9","Matara","03","03","00","01","10","02","07","00",2007,35,2007-08-25,2007-08-31
"10","Jaffna","00","00","00","00","00","00","00","00",2007,35,2007-08-25,2007-08-31
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,35,2007-08-25,2007-08-31
"12","Mannar","00","00","00","00","00","00","00","01",2007,35,2007-08-25,2007-08-31
"13","Vavuniya","01","01","00","00","02","00","00","00",2007,35,2007-08-25,2007-08-31
"14","Mullaitivu","00","01","00","00","00","00","00","01",2007,35,2007-08-25,2007-08-31
"15","Batticaloa","00","01","00","00","00","00","00","14",2007,35,2007-08-25,2007-08-31
"16","Ampara","00","00","00","00","00","00","00","01",2007,35,2007-08-25,2007-08-31
"17","Trincomalee","00","00","00","00","00","00","00","00",2007,35,2007-08-25,2007-08-31
"18","Kurunagala","04","02","01","00","00","00","00","01",2007,35,2007-08-25,2007-08-31
"19","Puttalam","01","00","00","00","00","00","00","00",2007,35,2007-08-25,2007-08-31
"20","Anuradhapura","02","01","00","00","00","00","00","00",2007,35,2007-08-25,2007-08-31
"21","Polonnaruwa","01","01","00","00","00","00","00","03",2007,35,2007-08-25,2007-08-31
"22","Badulla","03","07","00","01","02","01","01","12",2007,35,2007-08-25,2007-08-31
"23","Monaragala","03","10","00","00","01","00","03","02",2007,35,2007-08-25,2007-08-31
"24","Ratnapura","06","07","00","00","00","02","00","00",2007,35,2007-08-25,2007-08-31
"25","Kegalle","03","01","00","00","00","02","00","04",2007,35,2007-08-25,2007-08-31
"26","Kalmune","0","02","00","00","02","00","00","01",2007,35,2007-08-25,2007-08-31
