"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","469","0","0","4","1","3","0","0","0","14","0","0",2017,11,2017-03-11,2017-03-17
"2","Gampaha","381","0","0","0","0","0","0","0","0","4","0","0",2017,11,2017-03-11,2017-03-17
"3","Kalutara","209","4","0","1","3","2","0","0","0","19","2","0",2017,11,2017-03-11,2017-03-17
"4","Kandy","82","1","0","1","0","1","5","1","0","12","0","0",2017,11,2017-03-11,2017-03-17
"5","Matale","30","0","0","0","0","1","0","0","0","3","1","0",2017,11,2017-03-11,2017-03-17
"6","NuwaraEliya","4","0","0","1","0","1","6","0","0","3","2","0",2017,11,2017-03-11,2017-03-17
"7","Galle","61","2","0","0","1","3","1","0","0","6","0","0",2017,11,2017-03-11,2017-03-17
"8","Hambanthota","65","0","0","0","0","1","4","0","0","3","1","1",2017,11,2017-03-11,2017-03-17
"9","Matara","49","0","0","0","0","4","0","0","0","6","0","1",2017,11,2017-03-11,2017-03-17
"10","Jaffna","154","1","1","0","0","0","14","1","0","3","2","0",2017,11,2017-03-11,2017-03-17
"11","Kilinochchi","8","0","0","0","0","0","0","0","0","0","0","0",2017,11,2017-03-11,2017-03-17
"12","Mannar","9","0","0","0","0","0","0","0","0","0","0","0",2017,11,2017-03-11,2017-03-17
"13","Vavuniya","34","1","0","0","0","1","0","0","0","0","0","2",2017,11,2017-03-11,2017-03-17
"14","Mullaitivu","5","0","0","0","0","0","1","0","0","0","0","0",2017,11,2017-03-11,2017-03-17
"15","Batticaloa","152","0","0","0","0","0","0","0","0","0","0","0",2017,11,2017-03-11,2017-03-17
"16","Ampara","13","1","1","0","0","0","0","0","0","1","1","0",2017,11,2017-03-11,2017-03-17
"17","Trincomalee","396","0","0","0","0","2","0","0","0","1","1","0",2017,11,2017-03-11,2017-03-17
"18","Kurunagala","89","0","0","0","0","1","0","0","0","16","1","4",2017,11,2017-03-11,2017-03-17
"19","Puttalam","45","0","0","0","0","0","0","0","0","8","0","0",2017,11,2017-03-11,2017-03-17
"20","Anuradhapura","49","0","0","0","0","0","0","0","0","1","0","0",2017,11,2017-03-11,2017-03-17
"21","Polonnaruwa","62","0","1","0","0","1","1","0","0","5","0","3",2017,11,2017-03-11,2017-03-17
"22","Badulla","14","3","0","2","0","1","0","1","0","5","2","1",2017,11,2017-03-11,2017-03-17
"23","Monaragala","17","1","0","0","0","3","5","2","0","0","2","0",2017,11,2017-03-11,2017-03-17
"24","Ratnapura","14","4","0","0","0","4","1","3","0","7","3","0",2017,11,2017-03-11,2017-03-17
"25","Kegalle","91","1","0","0","0","1","6","1","0","9","1","2",2017,11,2017-03-11,2017-03-17
"26","Kalmune","81","0","0","0","0","0","0","0","0","0","0","0",2017,11,2017-03-11,2017-03-17
