"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","420","0","0","0","0","2","0","0","0","3","1","0",2019,39,2019-09-21,2019-09-27
"2","Gampaha","240","1","0","0","0","0","0","0","0","6","0","0",2019,39,2019-09-21,2019-09-27
"3","Kalutara","214","1","0","0","1","16","0","0","0","13","1","0",2019,39,2019-09-21,2019-09-27
"4","Kandy","246","3","0","0","4","0","3","0","0","1","0","0",2019,39,2019-09-21,2019-09-27
"5","Matale","17","0","0","0","0","1","0","0","0","1","0","4",2019,39,2019-09-21,2019-09-27
"6","NuwaraEliya","7","0","0","1","1","2","3","0","0","1","1","0",2019,39,2019-09-21,2019-09-27
"7","Galle","90","0","0","0","0","7","0","1","0","9","1","0",2019,39,2019-09-21,2019-09-27
"8","Hambanthota","58","5","0","0","0","7","2","0","0","4","0","8",2019,39,2019-09-21,2019-09-27
"9","Matara","95","0","0","0","0","11","2","0","0","5","0","9",2019,39,2019-09-21,2019-09-27
"10","Jaffna","46","19","0","0","3","1","2","0","0","3","1","0",2019,39,2019-09-21,2019-09-27
"11","Kilinochchi","4","0","0","0","0","0","0","0","0","0","0","0",2019,39,2019-09-21,2019-09-27
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2019,39,2019-09-21,2019-09-27
"13","Vavuniya","12","0","1","1","0","1","0","0","0","4","0","1",2019,39,2019-09-21,2019-09-27
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2019,39,2019-09-21,2019-09-27
"15","Batticaloa","17","6","0","0","0","0","0","0","0","3","0","0",2019,39,2019-09-21,2019-09-27
"16","Ampara","0","2","0","0","0","0","0","0","0","4","0","0",2019,39,2019-09-21,2019-09-27
"17","Trincomalee","13","1","0","0","0","0","0","0","0","7","0","1",2019,39,2019-09-21,2019-09-27
"18","Kurunagala","58","0","0","0","0","5","0","0","0","10","2","25",2019,39,2019-09-21,2019-09-27
"19","Puttalam","57","2","0","0","2","0","1","0","0","0","1","0",2019,39,2019-09-21,2019-09-27
"20","Anuradhapura","15","0","0","0","0","0","0","0","0","9","2","4",2019,39,2019-09-21,2019-09-27
"21","Polonnaruwa","8","0","0","0","0","1","0","0","0","7","2","8",2019,39,2019-09-21,2019-09-27
"22","Badulla","34","5","0","0","2","5","5","1","0","11","1","1",2019,39,2019-09-21,2019-09-27
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2019,39,2019-09-21,2019-09-27
"24","Ratnapura","88","3","1","0","0","24","1","1","0","12","2","3",2019,39,2019-09-21,2019-09-27
"25","Kegalle","110","0","0","0","0","4","1","0","0","6","1","4",2019,39,2019-09-21,2019-09-27
"26","Kalmune","3","12","0","0","0","0","0","0","0","2","0","0",2019,39,2019-09-21,2019-09-27
