"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","26","5","0","1","0","8","0","1","0",2009,10,2009-02-28,2009-03-06
"2","Gampaha","16","2","0","3","0","6","0","1","0",2009,10,2009-02-28,2009-03-06
"3","Kalutara","6","6","0","0","0","8","0","1","0",2009,10,2009-02-28,2009-03-06
"4","Kandy","22","6","0","1","2","3","4","0","0",2009,10,2009-02-28,2009-03-06
"5","Matale","9","1","0","0","0","8","0","0","0",2009,10,2009-02-28,2009-03-06
"6","NuwaraEliya","0","9","0","3","0","1","4","2","0",2009,10,2009-02-28,2009-03-06
"7","Galle","3","5","2","0","0","3","0","0","2",2009,10,2009-02-28,2009-03-06
"8","Hambanthota","0","0","0","1","0","2","2","0","0",2009,10,2009-02-28,2009-03-06
"9","Matara","3","8","0","0","0","2","1","0","0",2009,10,2009-02-28,2009-03-06
"10","Jaffna","0","0","0","0","0","0","0","0","0",2009,10,2009-02-28,2009-03-06
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,10,2009-02-28,2009-03-06
"12","Mannar","0","1","0","0","0","0","0","0","0",2009,10,2009-02-28,2009-03-06
"13","Vavuniya","0","2","0","0","0","0","0","0","0",2009,10,2009-02-28,2009-03-06
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,10,2009-02-28,2009-03-06
"15","Batticaloa","23","1","0","0","0","0","0","0","0",2009,10,2009-02-28,2009-03-06
"16","Ampara","8","2","0","0","0","0","0","4","0",2009,10,2009-02-28,2009-03-06
"17","Trincomalee","0","3","0","0","0","0","0","0","0",2009,10,2009-02-28,2009-03-06
"18","Kurunagala","15","7","0","3","0","2","1","2","0",2009,10,2009-02-28,2009-03-06
"19","Puttalam","10","1","0","0","0","2","0","0","0",2009,10,2009-02-28,2009-03-06
"20","Anuradhapura","6","2","0","0","0","4","1","1","0",2009,10,2009-02-28,2009-03-06
"21","Polonnaruwa","1","0","0","1","0","1","0","0","0",2009,10,2009-02-28,2009-03-06
"22","Badulla","2","1","0","2","0","1","1","6","0",2009,10,2009-02-28,2009-03-06
"23","Monaragala","0","1","0","0","0","0","1","1","0",2009,10,2009-02-28,2009-03-06
"24","Ratnapura","1","16","1","0","0","0","0","1","0",2009,10,2009-02-28,2009-03-06
"25","Kegalle","9","0","0","0","0","1","0","6","0",2009,10,2009-02-28,2009-03-06
"26","Kalmune","6","4","0","0","0","0","0","0","0",2009,10,2009-02-28,2009-03-06
