"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","42","0","0","0","0","2","0","0","0",2012,14,2012-03-31,2012-04-06
"2","Gampaha","49","0","0","2","0","3","0","3","0",2012,14,2012-03-31,2012-04-06
"3","Kalutara","17","1","0","0","0","1","0","0","0",2012,14,2012-03-31,2012-04-06
"4","Kandy","21","3","0","0","0","0","1","0","0",2012,14,2012-03-31,2012-04-06
"5","Matale","1","0","0","0","0","1","0","0","0",2012,14,2012-03-31,2012-04-06
"6","NuwaraEliya","10","5","0","1","0","0","2","0","0",2012,14,2012-03-31,2012-04-06
"7","Galle","16","0","0","0","0","5","0","0","0",2012,14,2012-03-31,2012-04-06
"8","Hambanthota","9","0","0","0","0","3","1","0","0",2012,14,2012-03-31,2012-04-06
"9","Matara","10","0","0","0","0","3","0","0","0",2012,14,2012-03-31,2012-04-06
"10","Jaffna","4","4","0","5","4","0","0","0","0",2012,14,2012-03-31,2012-04-06
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2012,14,2012-03-31,2012-04-06
"12","Mannar","1","1","0","0","0","0","2","0","0",2012,14,2012-03-31,2012-04-06
"13","Vavuniya","0","0","0","0","0","0","0","0","0",2012,14,2012-03-31,2012-04-06
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2012,14,2012-03-31,2012-04-06
"15","Batticaloa","3","1","0","0","0","0","0","0","0",2012,14,2012-03-31,2012-04-06
"16","Ampara","0","1","0","0","0","0","0","0","0",2012,14,2012-03-31,2012-04-06
"17","Trincomalee","2","9","0","0","0","0","1","0","0",2012,14,2012-03-31,2012-04-06
"18","Kurunagala","6","4","0","0","2","1","0","1","0",2012,14,2012-03-31,2012-04-06
"19","Puttalam","9","0","0","0","0","0","0","1","0",2012,14,2012-03-31,2012-04-06
"20","Anuradhapura","3","0","1","2","1","38","15","25","0",2012,14,2012-03-31,2012-04-06
"21","Polonnaruwa","1","0","0","0","0","0","0","1","0",2012,14,2012-03-31,2012-04-06
"22","Badulla","1","0","0","2","0","1","2","1","0",2012,14,2012-03-31,2012-04-06
"23","Monaragala","4","2","1","0","0","0","0","16","0",2012,14,2012-03-31,2012-04-06
"24","Ratnapura","17","2","0","0","0","1","0","0","0",2012,14,2012-03-31,2012-04-06
"25","Kegalle","28","0","0","1","0","1","2","3","0",2012,14,2012-03-31,2012-04-06
"26","Kalmune","1","0","0","0","1","0","0","0","0",2012,14,2012-03-31,2012-04-06
