"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","38","01","01","03","00","00","00","00","00",2008,4,2008-01-19,2008-01-25
"2","Gampaha","15","01","00","01","00","01","00","01","00",2008,4,2008-01-19,2008-01-25
"3","Kalutara","18","19","00","00","00","01","00","00","00",2008,4,2008-01-19,2008-01-25
"4","Kandy","04","02","01","00","01","04","02","10","00",2008,4,2008-01-19,2008-01-25
"5","Matale","02","05","00","01","00","09","00","00","00",2008,4,2008-01-19,2008-01-25
"6","NuwaraEliya","00","01","00","00","00","00","01","01","00",2008,4,2008-01-19,2008-01-25
"7","Galle","05","05","00","00","00","01","01","00","00",2008,4,2008-01-19,2008-01-25
"8","Hambanthota","08","01","00","01","00","02","01","00","00",2008,4,2008-01-19,2008-01-25
"9","Matara","05","02","00","01","00","03","07","00","00",2008,4,2008-01-19,2008-01-25
"10","Jaffna","00","02","00","07","00","00","03","00","00",2008,4,2008-01-19,2008-01-25
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,4,2008-01-19,2008-01-25
"12","Mannar","00","00","00","03","00","00","00","00","00",2008,4,2008-01-19,2008-01-25
"13","Vavuniya","02","02","01","00","00","00","00","00","00",2008,4,2008-01-19,2008-01-25
"14","Mullaitivu","00","00","00","01","00","00","00","00","00",2008,4,2008-01-19,2008-01-25
"15","Batticaloa","08","02","00","00","00","00","00","06","00",2008,4,2008-01-19,2008-01-25
"16","Ampara","00","04","00","00","00","00","00","00","00",2008,4,2008-01-19,2008-01-25
"17","Trincomalee","14","03","00","00","00","00","00","00","00",2008,4,2008-01-19,2008-01-25
"18","Kurunagala","12","06","00","02","00","00","01","03","00",2008,4,2008-01-19,2008-01-25
"19","Puttalam","12","03","00","03","00","00","00","02","00",2008,4,2008-01-19,2008-01-25
"20","Anuradhapura","03","01","00","00","00","02","00","01","00",2008,4,2008-01-19,2008-01-25
"21","Polonnaruwa","03","04","01","01","01","02","00","01","00",2008,4,2008-01-19,2008-01-25
"22","Badulla","01","10","00","00","00","00","01","05","00",2008,4,2008-01-19,2008-01-25
"23","Monaragala","01","04","00","01","00","00","02","01","00",2008,4,2008-01-19,2008-01-25
"24","Ratnapura","02","03","00","00","00","01","00","00","00",2008,4,2008-01-19,2008-01-25
"25","Kegalle","02","09","03","01","00","01","05","01","00",2008,4,2008-01-19,2008-01-25
"26","Kalmune","00","06","00","00","00","00","00","01","00",2008,4,2008-01-19,2008-01-25
