"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","133","6","0","0","0","2","0","0","0","11","0","0",2018,44,2018-10-27,2018-11-02
"2","Gampaha","72","6","0","0","0","4","2","0","0","12","2","4",2018,44,2018-10-27,2018-11-02
"3","Kalutara","31","3","0","1","1","21","0","0","0","15","1","0",2018,44,2018-10-27,2018-11-02
"4","Kandy","83","7","0","0","3","7","2","0","0","5","0","3",2018,44,2018-10-27,2018-11-02
"5","Matale","8","0","0","0","1","0","0","0","0","1","0","5",2018,44,2018-10-27,2018-11-02
"6","NuwaraEliya","2","0","0","0","0","0","1","1","0","2","0","0",2018,44,2018-10-27,2018-11-02
"7","Galle","4","3","0","0","7","8","3","0","0","7","1","0",2018,44,2018-10-27,2018-11-02
"8","Hambanthota","11","0","0","0","0","3","1","0","0","11","0","2",2018,44,2018-10-27,2018-11-02
"9","Matara","13","2","0","0","0","11","2","0","0","7","1","16",2018,44,2018-10-27,2018-11-02
"10","Jaffna","82","11","1","3","0","0","4","0","0","1","0","0",2018,44,2018-10-27,2018-11-02
"11","Kilinochchi","2","2","0","3","0","0","0","0","0","1","0","0",2018,44,2018-10-27,2018-11-02
"12","Mannar","0","4","0","0","0","0","0","0","0","0","0","0",2018,44,2018-10-27,2018-11-02
"13","Vavuniya","6","2","0","1","0","1","0","0","0","1","0","0",2018,44,2018-10-27,2018-11-02
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2018,44,2018-10-27,2018-11-02
"15","Batticaloa","21","7","0","1","0","0","0","0","0","4","2","0",2018,44,2018-10-27,2018-11-02
"16","Ampara","3","3","0","0","0","0","0","0","0","3","0","0",2018,44,2018-10-27,2018-11-02
"17","Trincomalee","7","0","0","0","0","1","0","0","0","4","0","0",2018,44,2018-10-27,2018-11-02
"18","Kurunagala","50","4","0","0","1","46","1","1","0","13","0","9",2018,44,2018-10-27,2018-11-02
"19","Puttalam","65","5","0","2","0","1","0","0","0","4","0","1",2018,44,2018-10-27,2018-11-02
"20","Anuradhapura","13","11","0","0","0","10","1","0","0","8","4","12",2018,44,2018-10-27,2018-11-02
"21","Polonnaruwa","1","1","1","0","0","1","0","0","0","9","0","4",2018,44,2018-10-27,2018-11-02
"22","Badulla","13","4","0","0","0","8","1","0","0","10","2","1",2018,44,2018-10-27,2018-11-02
"23","Monaragala","3","2","0","0","0","7","2","2","0","6","4","0",2018,44,2018-10-27,2018-11-02
"24","Ratnapura","21","6","0","0","0","6","1","0","0","3","3","2",2018,44,2018-10-27,2018-11-02
"25","Kegalle","12","0","0","0","0","7","2","1","0","15","1","0",2018,44,2018-10-27,2018-11-02
"26","Kalmune","12","4","0","0","0","0","0","0","0","8","0","0",2018,44,2018-10-27,2018-11-02
