"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","58","7","1","9","0","155","0","6","0",2009,37,2009-09-05,2009-09-11
"2","Gampaha","64","1","2","0","0","11","0","4","0",2009,37,2009-09-05,2009-09-11
"3","Kalutara","15","1","0","1","1","40","0","1","0",2009,37,2009-09-05,2009-09-11
"4","Kandy","39","1","0","0","1","5","4","3","0",2009,37,2009-09-05,2009-09-11
"5","Matale","32","2","0","0","0","1","0","6","0",2009,37,2009-09-05,2009-09-11
"6","NuwaraEliya","2","3","0","2","0","0","1","2","0",2009,37,2009-09-05,2009-09-11
"7","Galle","22","10","0","0","1","6","0","1","0",2009,37,2009-09-05,2009-09-11
"8","Hambanthota","19","1","0","0","1","2","1","0","0",2009,37,2009-09-05,2009-09-11
"9","Matara","17","2","0","0","0","2","7","1","0",2009,37,2009-09-05,2009-09-11
"10","Jaffna","0","0","0","0","0","0","0","0","0",2009,37,2009-09-05,2009-09-11
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,37,2009-09-05,2009-09-11
"12","Mannar","0","5","0","2","0","0","0","1","0",2009,37,2009-09-05,2009-09-11
"13","Vavuniya","11","29","1","91","0","0","3","28","0",2009,37,2009-09-05,2009-09-11
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,37,2009-09-05,2009-09-11
"15","Batticaloa","3","22","0","3","0","0","0","0","0",2009,37,2009-09-05,2009-09-11
"16","Ampara","2","7","0","1","0","1","0","1","0",2009,37,2009-09-05,2009-09-11
"17","Trincomalee","0","2","0","1","0","0","0","3","0",2009,37,2009-09-05,2009-09-11
"18","Kurunagala","57","21","1","4","3","8","1","6","0",2009,37,2009-09-05,2009-09-11
"19","Puttalam","6","2","0","1","0","3","0","3","0",2009,37,2009-09-05,2009-09-11
"20","Anuradhapura","3","1","0","1","18","0","0","1","0",2009,37,2009-09-05,2009-09-11
"21","Polonnaruwa","7","11","1","1","0","1","0","7","0",2009,37,2009-09-05,2009-09-11
"22","Badulla","5","9","0","1","0","1","6","4","0",2009,37,2009-09-05,2009-09-11
"23","Monaragala","2","8","0","0","0","0","1","2","0",2009,37,2009-09-05,2009-09-11
"24","Ratnapura","20","6","0","0","0","5","0","4","0",2009,37,2009-09-05,2009-09-11
"25","Kegalle","44","7","0","2","0","24","1","17","0",2009,37,2009-09-05,2009-09-11
"26","Kalmune","7","1","0","0","0","0","0","0","0",2009,37,2009-09-05,2009-09-11
