"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","81","0","1","2","0","6","0","1","1",2010,5,2010-01-30,2010-02-05
"2","Gampaha","89","2","3","1","0","6","0","4","0",2010,5,2010-01-30,2010-02-05
"3","Kalutara","31","3","0","1","0","3","0","0","0",2010,5,2010-01-30,2010-02-05
"4","Kandy","31","7","0","0","0","0","2","2","0",2010,5,2010-01-30,2010-02-05
"5","Matale","44","7","0","2","0","2","0","2","0",2010,5,2010-01-30,2010-02-05
"6","NuwaraEliya","2","1","0","0","0","1","2","1","0",2010,5,2010-01-30,2010-02-05
"7","Galle","15","10","0","0","0","1","0","0","0",2010,5,2010-01-30,2010-02-05
"8","Hambanthota","22","0","0","0","0","1","3","1","0",2010,5,2010-01-30,2010-02-05
"9","Matara","9","1","1","1","2","2","8","0","0",2010,5,2010-01-30,2010-02-05
"10","Jaffna","329","7","0","22","1","0","4","1","0",2010,5,2010-01-30,2010-02-05
"11","Kilinochchi","0","0","0","0","0","0","0","2","0",2010,5,2010-01-30,2010-02-05
"12","Mannar","5","1","0","3","0","0","0","1","0",2010,5,2010-01-30,2010-02-05
"13","Vavuniya","30","2","0","1","0","0","0","0","0",2010,5,2010-01-30,2010-02-05
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,5,2010-01-30,2010-02-05
"15","Batticaloa","77","3","0","0","0","1","0","0","0",2010,5,2010-01-30,2010-02-05
"16","Ampara","3","0","0","0","0","0","0","0","0",2010,5,2010-01-30,2010-02-05
"17","Trincomalee","4","5","1","0","0","0","2","0","0",2010,5,2010-01-30,2010-02-05
"18","Kurunagala","44","8","0","1","0","14","2","1","0",2010,5,2010-01-30,2010-02-05
"19","Puttalam","84","0","0","2","0","0","0","0","0",2010,5,2010-01-30,2010-02-05
"20","Anuradhapura","66","0","0","0","0","0","1","0","0",2010,5,2010-01-30,2010-02-05
"21","Polonnaruwa","2","1","0","0","0","5","0","1","0",2010,5,2010-01-30,2010-02-05
"22","Badulla","14","4","0","1","0","0","0","0","0",2010,5,2010-01-30,2010-02-05
"23","Monaragala","11","5","0","4","0","3","2","1","0",2010,5,2010-01-30,2010-02-05
"24","Ratnapura","20","1","0","1","2","2","0","3","0",2010,5,2010-01-30,2010-02-05
"25","Kegalle","23","1","2","4","0","5","1","4","0",2010,5,2010-01-30,2010-02-05
"26","Kalmune","58","1","0","0","0","0","0","0","0",2010,5,2010-01-30,2010-02-05
