"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","531","3","0","1","0","0","0","0","0","6","0","0",2017,2,2017-01-07,2017-01-13
"2","Gampaha","29","2","0","0","0","1","0","0","0","4","0","0",2017,2,2017-01-07,2017-01-13
"3","Kalutara","91","1","0","0","0","1","0","0","0","8","0","0",2017,2,2017-01-07,2017-01-13
"4","Kandy","69","1","0","0","0","0","6","0","0","4","2","0",2017,2,2017-01-07,2017-01-13
"5","Matale","14","1","0","0","0","1","0","0","0","0","0","1",2017,2,2017-01-07,2017-01-13
"6","NuwaraEliya","12","0","0","0","0","0","4","0","0","0","0","0",2017,2,2017-01-07,2017-01-13
"7","Galle","120","1","0","0","0","4","2","0","0","2","0","0",2017,2,2017-01-07,2017-01-13
"8","Hambanthota","38","0","0","0","0","1","0","1","0","7","1","1",2017,2,2017-01-07,2017-01-13
"9","Matara","114","1","1","0","0","0","2","0","0","5","0","2",2017,2,2017-01-07,2017-01-13
"10","Jaffna","48","11","0","0","0","0","28","0","0","7","0","0",2017,2,2017-01-07,2017-01-13
"11","Kilinochchi","5","0","0","0","0","0","0","1","0","0","0","0",2017,2,2017-01-07,2017-01-13
"12","Mannar","55","1","0","0","0","0","0","0","0","0","0","0",2017,2,2017-01-07,2017-01-13
"13","Vavuniya","3","1","0","0","1","1","0","0","0","1","0","1",2017,2,2017-01-07,2017-01-13
"14","Mullaitivu","3","0","0","0","0","2","0","0","0","0","0","0",2017,2,2017-01-07,2017-01-13
"15","Batticaloa","9","4","1","0","0","0","0","0","0","2","0","0",2017,2,2017-01-07,2017-01-13
"16","Ampara","0","0","0","0","0","0","0","0","0","0","0","0",2017,2,2017-01-07,2017-01-13
"17","Trincomalee","59","0","0","0","1","0","0","1","0","3","3","0",2017,2,2017-01-07,2017-01-13
"18","Kurunagala","60","3","0","0","0","4","1","0","0","9","1","2",2017,2,2017-01-07,2017-01-13
"19","Puttalam","33","0","0","0","0","0","0","0","0","2","0","1",2017,2,2017-01-07,2017-01-13
"20","Anuradhapura","10","0","0","0","1","1","0","0","0","4","1","5",2017,2,2017-01-07,2017-01-13
"21","Polonnaruwa","7","1","0","0","0","1","0","0","0","0","0","2",2017,2,2017-01-07,2017-01-13
"22","Badulla","63","3","2","0","0","1","1","1","0","10","6","0",2017,2,2017-01-07,2017-01-13
"23","Monaragala","9","1","0","0","1","0","1","0","0","4","1","0",2017,2,2017-01-07,2017-01-13
"24","Ratnapura","70","1","3","1","0","6","0","0","0","2","0","0",2017,2,2017-01-07,2017-01-13
"25","Kegalle","20","1","0","0","0","0","0","0","0","5","0","0",2017,2,2017-01-07,2017-01-13
"26","Kalmune","37","5","1","1","0","1","0","0","0","5","0","0",2017,2,2017-01-07,2017-01-13
