"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","166","2","1","6","0","7","0","2","0",2009,25,2009-06-13,2009-06-19
"2","Gampaha","142","5","2","1","0","3","0","1","0",2009,25,2009-06-13,2009-06-19
"3","Kalutara","41","4","2","1","0","3","0","0","0",2009,25,2009-06-13,2009-06-19
"4","Kandy","111","3","1","0","0","5","10","2","0",2009,25,2009-06-13,2009-06-19
"5","Matale","130","3","0","1","1","8","0","2","0",2009,25,2009-06-13,2009-06-19
"6","NuwaraEliya","24","9","1","11","742","3","3","4","0",2009,25,2009-06-13,2009-06-19
"7","Galle","49","6","0","0","0","2","0","1","0",2009,25,2009-06-13,2009-06-19
"8","Hambanthota","37","3","0","0","0","1","1","2","0",2009,25,2009-06-13,2009-06-19
"9","Matara","64","7","0","0","0","3","2","1","0",2009,25,2009-06-13,2009-06-19
"10","Jaffna","0","0","0","0","0","0","1","0","0",2009,25,2009-06-13,2009-06-19
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,25,2009-06-13,2009-06-19
"12","Mannar","0","0","0","7","0","0","0","1","0",2009,25,2009-06-13,2009-06-19
"13","Vavuniya","3","267","0","52","0","0","0","516","0",2009,25,2009-06-13,2009-06-19
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,25,2009-06-13,2009-06-19
"15","Batticaloa","19","2","1","0","0","0","0","0","0",2009,25,2009-06-13,2009-06-19
"16","Ampara","14","1","0","0","0","0","0","0","0",2009,25,2009-06-13,2009-06-19
"17","Trincomalee","19","4","0","0","0","0","2","0","0",2009,25,2009-06-13,2009-06-19
"18","Kurunagala","228","5","0","5","0","2","2","3","0",2009,25,2009-06-13,2009-06-19
"19","Puttalam","41","2","0","1","0","0","0","0","0",2009,25,2009-06-13,2009-06-19
"20","Anuradhapura","40","3","1","1","0","1","0","2","0",2009,25,2009-06-13,2009-06-19
"21","Polonnaruwa","5","0","0","1","0","1","0","2","0",2009,25,2009-06-13,2009-06-19
"22","Badulla","36","11","0","2","0","3","7","15","0",2009,25,2009-06-13,2009-06-19
"23","Monaragala","10","1","0","0","0","0","2","4","0",2009,25,2009-06-13,2009-06-19
"24","Ratnapura","112","5","0","0","0","4","0","5","0",2009,25,2009-06-13,2009-06-19
"25","Kegalle","250","7","0","0","0","5","2","8","0",2009,25,2009-06-13,2009-06-19
"26","Kalmune","4","1","0","1","0","0","0","0","0",2009,25,2009-06-13,2009-06-19
