"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","113","1","0","3","1","6","0","0","0",2013,14,2013-03-30,2013-04-05
"2","Gampaha","31","0","0","0","0","1","0","0","0",2013,14,2013-03-30,2013-04-05
"3","Kalutara","26","5","0","2","0","8","0","0","0",2013,14,2013-03-30,2013-04-05
"4","Kandy","8","0","1","0","0","0","4","3","0",2013,14,2013-03-30,2013-04-05
"5","Matale","8","1","0","0","0","1","0","1","0",2013,14,2013-03-30,2013-04-05
"6","NuwaraEliya","4","0","0","0","0","0","4","2","0",2013,14,2013-03-30,2013-04-05
"7","Galle","17","0","0","0","0","20","2","0","1",2013,14,2013-03-30,2013-04-05
"8","Hambanthota","7","1","0","0","0","5","4","1","0",2013,14,2013-03-30,2013-04-05
"9","Matara","4","0","0","2","0","13","1","1","0",2013,14,2013-03-30,2013-04-05
"10","Jaffna","26","5","0","6","1","0","16","0","0",2013,14,2013-03-30,2013-04-05
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2013,14,2013-03-30,2013-04-05
"12","Mannar","3","2","0","1","0","0","0","0","0",2013,14,2013-03-30,2013-04-05
"13","Vavuniya","1","0","0","0","0","3","0","0","0",2013,14,2013-03-30,2013-04-05
"14","Mullaitivu","5","1","0","0","0","0","1","0","0",2013,14,2013-03-30,2013-04-05
"15","Batticaloa","20","2","0","0","1","1","0","0","0",2013,14,2013-03-30,2013-04-05
"16","Ampara","0","0","0","0","0","0","0","0","0",2013,14,2013-03-30,2013-04-05
"17","Trincomalee","6","0","0","0","0","0","1","0","0",2013,14,2013-03-30,2013-04-05
"18","Kurunagala","32","7","0","1","0","5","1","1","0",2013,14,2013-03-30,2013-04-05
"19","Puttalam","10","0","1","0","0","0","0","0","0",2013,14,2013-03-30,2013-04-05
"20","Anuradhapura","9","2","0","0","1","11","0","1","0",2013,14,2013-03-30,2013-04-05
"21","Polonnaruwa","10","0","0","2","0","4","0","2","1",2013,14,2013-03-30,2013-04-05
"22","Badulla","7","2","0","0","0","2","3","3","0",2013,14,2013-03-30,2013-04-05
"23","Monaragala","3","2","0","0","1","10","1","0","0",2013,14,2013-03-30,2013-04-05
"24","Ratnapura","55","9","5","2","0","10","0","7","0",2013,14,2013-03-30,2013-04-05
"25","Kegalle","26","1","0","0","0","3","3","3","0",2013,14,2013-03-30,2013-04-05
"26","Kalmune","11","0","0","0","1","0","0","0","0",2013,14,2013-03-30,2013-04-05
