"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","156","5","0","4","8","9","1","1","0",2012,9,2012-02-25,2012-03-02
"2","Gampaha","73","3","1","0","0","4","0","2","0",2012,9,2012-02-25,2012-03-02
"3","Kalutara","29","5","0","1","0","5","0","0","0",2012,9,2012-02-25,2012-03-02
"4","Kandy","22","2","0","1","0","2","4","1","0",2012,9,2012-02-25,2012-03-02
"5","Matale","9","1","0","0","0","0","0","0","0",2012,9,2012-02-25,2012-03-02
"6","NuwaraEliya","6","4","0","1","0","1","2","0","0",2012,9,2012-02-25,2012-03-02
"7","Galle","39","4","0","1","0","4","1","0","0",2012,9,2012-02-25,2012-03-02
"8","Hambanthota","16","0","0","1","1","0","0","0","0",2012,9,2012-02-25,2012-03-02
"9","Matara","41","1","0","2","3","1","3","4","0",2012,9,2012-02-25,2012-03-02
"10","Jaffna","9","4","0","10","0","0","9","0","0",2012,9,2012-02-25,2012-03-02
"11","Kilinochchi","1","1","0","1","0","0","2","0","0",2012,9,2012-02-25,2012-03-02
"12","Mannar","2","0","0","1","0","2","1","0","0",2012,9,2012-02-25,2012-03-02
"13","Vavuniya","1","1","1","0","0","0","0","0","0",2012,9,2012-02-25,2012-03-02
"14","Mullaitivu","0","1","0","0","0","0","0","0","0",2012,9,2012-02-25,2012-03-02
"15","Batticaloa","22","3","0","0","0","0","0","0","0",2012,9,2012-02-25,2012-03-02
"16","Ampara","0","0","0","0","0","2","0","0","0",2012,9,2012-02-25,2012-03-02
"17","Trincomalee","8","4","0","4","0","2","1","0","0",2012,9,2012-02-25,2012-03-02
"18","Kurunagala","16","8","0","3","0","1","1","2","0",2012,9,2012-02-25,2012-03-02
"19","Puttalam","6","0","0","0","0","0","0","0","0",2012,9,2012-02-25,2012-03-02
"20","Anuradhapura","10","2","0","0","0","1","1","2","0",2012,9,2012-02-25,2012-03-02
"21","Polonnaruwa","1","0","0","0","0","0","1","0","0",2012,9,2012-02-25,2012-03-02
"22","Badulla","2","1","0","0","0","0","2","3","0",2012,9,2012-02-25,2012-03-02
"23","Monaragala","5","1","0","1","0","0","1","1","0",2012,9,2012-02-25,2012-03-02
"24","Ratnapura","24","0","1","2","0","5","0","1","0",2012,9,2012-02-25,2012-03-02
"25","Kegalle","25","3","0","1","0","2","0","12","0",2012,9,2012-02-25,2012-03-02
"26","Kalmune","7","1","0","0","0","0","0","0","0",2012,9,2012-02-25,2012-03-02
