"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","109","3","0","2","0","9","1","0","0","21","0","0",2018,18,2018-04-28,2018-05-04
"2","Gampaha","34","2","0","0","1","0","1","0","0","20","1","3",2018,18,2018-04-28,2018-05-04
"3","Kalutara","35","2","0","1","0","13","0","0","0","19","0","0",2018,18,2018-04-28,2018-05-04
"4","Kandy","62","1","0","0","1","3","0","0","0","11","1","0",2018,18,2018-04-28,2018-05-04
"5","Matale","24","1","0","0","0","3","0","0","0","0","0","3",2018,18,2018-04-28,2018-05-04
"6","NuwaraEliya","5","2","0","1","3","0","0","1","0","10","3","0",2018,18,2018-04-28,2018-05-04
"7","Galle","7","2","0","0","0","11","0","0","0","8","1","0",2018,18,2018-04-28,2018-05-04
"8","Hambanthota","3","1","0","0","0","0","0","0","1","5","0","14",2018,18,2018-04-28,2018-05-04
"9","Matara","7","0","0","0","0","2","0","3","0","4","0","3",2018,18,2018-04-28,2018-05-04
"10","Jaffna","19","0","0","0","0","1","2","0","0","12","0","0",2018,18,2018-04-28,2018-05-04
"11","Kilinochchi","7","0","0","0","0","1","0","0","0","0","1","0",2018,18,2018-04-28,2018-05-04
"12","Mannar","0","0","0","0","0","0","0","0","0","4","0","0",2018,18,2018-04-28,2018-05-04
"13","Vavuniya","5","2","0","1","0","3","0","0","0","0","0","0",2018,18,2018-04-28,2018-05-04
"14","Mullaitivu","0","2","0","2","0","0","0","0","0","0","0","0",2018,18,2018-04-28,2018-05-04
"15","Batticaloa","165","10","0","0","1","2","0","0","0","6","0","0",2018,18,2018-04-28,2018-05-04
"16","Ampara","1","0","0","0","0","0","0","0","0","5","0","0",2018,18,2018-04-28,2018-05-04
"17","Trincomalee","16","1","0","0","0","0","0","0","0","8","0","1",2018,18,2018-04-28,2018-05-04
"18","Kurunagala","32","3","1","0","0","0","0","0","0","11","1","5",2018,18,2018-04-28,2018-05-04
"19","Puttalam","30","0","0","0","0","0","0","0","0","5","0","0",2018,18,2018-04-28,2018-05-04
"20","Anuradhapura","18","2","0","0","4","1","1","0","0","10","0","8",2018,18,2018-04-28,2018-05-04
"21","Polonnaruwa","2","0","0","0","1","0","0","0","0","12","0","6",2018,18,2018-04-28,2018-05-04
"22","Badulla","6","1","0","0","0","1","0","3","0","11","8","1",2018,18,2018-04-28,2018-05-04
"23","Monaragala","2","2","0","0","0","7","0","0","0","6","4","2",2018,18,2018-04-28,2018-05-04
"24","Ratnapura","61","3","1","0","0","12","1","0","0","10","6","4",2018,18,2018-04-28,2018-05-04
"25","Kegalle","22","1","1","1","2","5","2","0","0","4","2","0",2018,18,2018-04-28,2018-05-04
"26","Kalmune","46","2","0","0","0","0","0","0","0","8","0","0",2018,18,2018-04-28,2018-05-04
