"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","25","02","00","03","01","07","00","01","01",2008,10,2008-03-01,2008-03-07
"2","Gampaha","14","05","00","01","01","09","00","03","00",2008,10,2008-03-01,2008-03-07
"3","Kalutara","09","07","00","05","07","08","00","01","00",2008,10,2008-03-01,2008-03-07
"4","Kandy","06","02","00","00","01","04","01","03","00",2008,10,2008-03-01,2008-03-07
"5","Matale","02","02","00","01","00","03","00","01","00",2008,10,2008-03-01,2008-03-07
"6","NuwaraEliya","00","07","00","13","00","01","01","01","00",2008,10,2008-03-01,2008-03-07
"7","Galle","02","00","00","05","00","07","00","01","00",2008,10,2008-03-01,2008-03-07
"8","Hambanthota","01","00","00","02","05","02","00","00","00",2008,10,2008-03-01,2008-03-07
"9","Matara","03","06","00","00","00","10","01","00","00",2008,10,2008-03-01,2008-03-07
"10","Jaffna","00","00","00","00","00","00","00","00","00",2008,10,2008-03-01,2008-03-07
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,10,2008-03-01,2008-03-07
"12","Mannar","02","00","00","02","00","00","00","00","00",2008,10,2008-03-01,2008-03-07
"13","Vavuniya","00","00","00","00","00","00","00","00","00",2008,10,2008-03-01,2008-03-07
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,10,2008-03-01,2008-03-07
"15","Batticaloa","06","00","00","01","03","00","00","03","01",2008,10,2008-03-01,2008-03-07
"16","Ampara","00","03","00","00","00","00","00","00","00",2008,10,2008-03-01,2008-03-07
"17","Trincomalee","06","01","00","02","00","01","02","01","00",2008,10,2008-03-01,2008-03-07
"18","Kurunagala","06","03","00","01","00","00","01","01","00",2008,10,2008-03-01,2008-03-07
"19","Puttalam","16","01","00","00","01","00","00","03","00",2008,10,2008-03-01,2008-03-07
"20","Anuradhapura","09","00","00","00","00","03","00","00","00",2008,10,2008-03-01,2008-03-07
"21","Polonnaruwa","02","07","00","02","00","00","00","02","00",2008,10,2008-03-01,2008-03-07
"22","Badulla","02","13","00","01","00","00","00","01","00",2008,10,2008-03-01,2008-03-07
"23","Monaragala","00","04","00","00","00","00","00","00","00",2008,10,2008-03-01,2008-03-07
"24","Ratnapura","04","08","01","03","00","01","01","01","00",2008,10,2008-03-01,2008-03-07
"25","Kegalle","08","14","00","02","00","03","04","13","00",2008,10,2008-03-01,2008-03-07
"26","Kalmune","01","01","00","00","00","00","00","01","00",2008,10,2008-03-01,2008-03-07
