"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","192","2","0","2","0","6","0","0","0","9","2","0",2019,20,2019-05-11,2019-05-17
"2","Gampaha","121","1","0","0","0","3","0","0","0","18","0","14",2019,20,2019-05-11,2019-05-17
"3","Kalutara","54","0","0","1","0","5","0","1","0","9","0","0",2019,20,2019-05-11,2019-05-17
"4","Kandy","45","4","2","0","0","1","1","0","0","12","4","2",2019,20,2019-05-11,2019-05-17
"5","Matale","5","3","1","0","0","3","0","0","0","4","0","4",2019,20,2019-05-11,2019-05-17
"6","NuwaraEliya","6","4","0","0","0","1","5","0","0","9","1","0",2019,20,2019-05-11,2019-05-17
"7","Galle","133","0","0","0","0","12","1","0","0","12","1","0",2019,20,2019-05-11,2019-05-17
"8","Hambanthota","15","0","0","0","0","0","2","0","0","12","0","19",2019,20,2019-05-11,2019-05-17
"9","Matara","18","0","0","0","3","6","2","0","0","6","0","12",2019,20,2019-05-11,2019-05-17
"10","Jaffna","30","7","1","0","3","1","2","1","0","6","1","0",2019,20,2019-05-11,2019-05-17
"11","Kilinochchi","1","0","0","0","0","0","0","0","0","0","0","0",2019,20,2019-05-11,2019-05-17
"12","Mannar","2","0","0","0","0","0","1","0","0","0","0","0",2019,20,2019-05-11,2019-05-17
"13","Vavuniya","4","0","2","2","0","3","0","0","0","3","0","0",2019,20,2019-05-11,2019-05-17
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2019,20,2019-05-11,2019-05-17
"15","Batticaloa","20","0","2","0","0","3","0","0","0","9","1","0",2019,20,2019-05-11,2019-05-17
"16","Ampara","3","1","0","0","0","1","0","0","0","7","1","0",2019,20,2019-05-11,2019-05-17
"17","Trincomalee","12","0","0","0","0","2","0","0","0","3","0","0",2019,20,2019-05-11,2019-05-17
"18","Kurunagala","14","1","0","0","0","5","1","0","0","15","4","19",2019,20,2019-05-11,2019-05-17
"19","Puttalam","7","0","0","0","0","1","0","0","0","4","1","0",2019,20,2019-05-11,2019-05-17
"20","Anuradhapura","1","3","0","0","0","3","0","0","0","15","1","2",2019,20,2019-05-11,2019-05-17
"21","Polonnaruwa","5","5","0","0","0","2","0","0","0","10","1","5",2019,20,2019-05-11,2019-05-17
"22","Badulla","9","3","0","0","0","0","2","0","0","8","10","0",2019,20,2019-05-11,2019-05-17
"23","Monaragala","3","0","0","0","0","3","3","1","0","8","5","1",2019,20,2019-05-11,2019-05-17
"24","Ratnapura","30","5","0","0","1","24","1","2","1","5","2","3",2019,20,2019-05-11,2019-05-17
"25","Kegalle","13","0","0","0","1","9","0","1","0","12","1","1",2019,20,2019-05-11,2019-05-17
"26","Kalmune","17","0","0","0","2","0","0","0","0","5","1","0",2019,20,2019-05-11,2019-05-17
