"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","29","05","00","03","02","06","00","00","00",2008,9,2008-02-23,2008-02-29
"2","Gampaha","16","03","00","02","00","05","00","05","00",2008,9,2008-02-23,2008-02-29
"3","Kalutara","12","07","01","02","00","04","00","02","00",2008,9,2008-02-23,2008-02-29
"4","Kandy","03","04","00","04","00","04","01","02","00",2008,9,2008-02-23,2008-02-29
"5","Matale","03","09","00","01","00","04","00","03","00",2008,9,2008-02-23,2008-02-29
"6","NuwaraEliya","00","10","00","10","62","00","04","02","00",2008,9,2008-02-23,2008-02-29
"7","Galle","04","02","00","00","00","08","00","00","00",2008,9,2008-02-23,2008-02-29
"8","Hambanthota","05","01","00","00","00","03","05","01","00",2008,9,2008-02-23,2008-02-29
"9","Matara","03","05","01","02","00","03","05","00","00",2008,9,2008-02-23,2008-02-29
"10","Jaffna","02","04","00","17","00","00","08","05","00",2008,9,2008-02-23,2008-02-29
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,9,2008-02-23,2008-02-29
"12","Mannar","00","00","00","12","00","00","00","03","00",2008,9,2008-02-23,2008-02-29
"13","Vavuniya","01","00","00","00","02","00","00","00","00",2008,9,2008-02-23,2008-02-29
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,9,2008-02-23,2008-02-29
"15","Batticaloa","01","03","00","00","00","00","00","04","00",2008,9,2008-02-23,2008-02-29
"16","Ampara","00","05","00","01","00","00","00","00","00",2008,9,2008-02-23,2008-02-29
"17","Trincomalee","14","00","00","00","00","01","02","01","00",2008,9,2008-02-23,2008-02-29
"18","Kurunagala","02","09","00","02","00","02","00","00","01",2008,9,2008-02-23,2008-02-29
"19","Puttalam","14","03","00","01","01","00","02","01","00",2008,9,2008-02-23,2008-02-29
"20","Anuradhapura","07","01","00","00","00","02","01","02","00",2008,9,2008-02-23,2008-02-29
"21","Polonnaruwa","01","02","00","00","00","01","00","00","00",2008,9,2008-02-23,2008-02-29
"22","Badulla","00","09","00","03","00","00","03","04","00",2008,9,2008-02-23,2008-02-29
"23","Monaragala","02","06","00","03","00","01","05","00","00",2008,9,2008-02-23,2008-02-29
"24","Ratnapura","04","06","00","02","00","04","01","00","00",2008,9,2008-02-23,2008-02-29
"25","Kegalle","08","06","01","00","00","01","04","12","00",2008,9,2008-02-23,2008-02-29
"26","Kalmune","00","00","00","00","00","00","00","00","00",2008,9,2008-02-23,2008-02-29
