"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","60","3","0","1","1","4","0","1","0",2013,17,2013-04-20,2013-04-26
"2","Gampaha","47","2","0","1","0","7","0","3","0",2013,17,2013-04-20,2013-04-26
"3","Kalutara","16","1","0","0","0","2","0","1","0",2013,17,2013-04-20,2013-04-26
"4","Kandy","12","2","0","0","0","3","4","1","0",2013,17,2013-04-20,2013-04-26
"5","Matale","4","0","0","0","0","0","0","1","0",2013,17,2013-04-20,2013-04-26
"6","NuwaraEliya","1","0","0","1","0","0","1","0","0",2013,17,2013-04-20,2013-04-26
"7","Galle","22","1","0","0","0","9","1","1","0",2013,17,2013-04-20,2013-04-26
"8","Hambanthota","7","0","0","2","0","2","3","1","0",2013,17,2013-04-20,2013-04-26
"9","Matara","7","1","0","1","0","1","1","4","0",2013,17,2013-04-20,2013-04-26
"10","Jaffna","16","6","0","9","0","1","7","0","0",2013,17,2013-04-20,2013-04-26
"11","Kilinochchi","1","0","0","0","0","0","0","0","0",2013,17,2013-04-20,2013-04-26
"12","Mannar","0","0","0","0","0","0","1","0","0",2013,17,2013-04-20,2013-04-26
"13","Vavuniya","1","0","0","0","3","0","0","0","0",2013,17,2013-04-20,2013-04-26
"14","Mullaitivu","4","1","0","0","0","0","0","0","0",2013,17,2013-04-20,2013-04-26
"15","Batticaloa","5","7","0","0","0","0","0","0","0",2013,17,2013-04-20,2013-04-26
"16","Ampara","0","1","0","0","0","0","0","0","0",2013,17,2013-04-20,2013-04-26
"17","Trincomalee","5","2","0","0","0","1","0","0","0",2013,17,2013-04-20,2013-04-26
"18","Kurunagala","19","0","3","0","0","5","0","2","0",2013,17,2013-04-20,2013-04-26
"19","Puttalam","2","0","0","0","30","0","0","0","0",2013,17,2013-04-20,2013-04-26
"20","Anuradhapura","13","0","0","0","0","20","0","1","0",2013,17,2013-04-20,2013-04-26
"21","Polonnaruwa","4","0","0","0","0","1","0","1","0",2013,17,2013-04-20,2013-04-26
"22","Badulla","5","1","0","0","0","0","0","1","0",2013,17,2013-04-20,2013-04-26
"23","Monaragala","5","2","0","0","0","20","2","0","0",2013,17,2013-04-20,2013-04-26
"24","Ratnapura","50","3","1","0","0","8","0","2","0",2013,17,2013-04-20,2013-04-26
"25","Kegalle","23","0","0","0","0","3","2","1","0",2013,17,2013-04-20,2013-04-26
"26","Kalmune","2","0","0","0","0","0","0","0","0",2013,17,2013-04-20,2013-04-26
