"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","143","1","0","10","1","12","0","0","0",2011,37,2011-09-10,2011-09-16
"2","Gampaha","43","7","1","6","0","8","0","14","0",2011,37,2011-09-10,2011-09-16
"3","Kalutara","24","6","1","7","0","13","1","0","0",2011,37,2011-09-10,2011-09-16
"4","Kandy","46","3","0","0","0","2","2","2","0",2011,37,2011-09-10,2011-09-16
"5","Matale","4","3","0","0","1","0","0","1","0",2011,37,2011-09-10,2011-09-16
"6","NuwaraEliya","7","4","0","2","0","2","4","1","0",2011,37,2011-09-10,2011-09-16
"7","Galle","19","1","0","1","0","9","1","1","0",2011,37,2011-09-10,2011-09-16
"8","Hambanthota","5","3","0","0","1","9","0","1","0",2011,37,2011-09-10,2011-09-16
"9","Matara","7","4","0","0","0","14","1","1","0",2011,37,2011-09-10,2011-09-16
"10","Jaffna","6","19","0","2","0","0","1","0","0",2011,37,2011-09-10,2011-09-16
"11","Kilinochchi","0","1","0","0","0","0","0","0","0",2011,37,2011-09-10,2011-09-16
"12","Mannar","0","2","0","0","0","0","0","0","0",2011,37,2011-09-10,2011-09-16
"13","Vavuniya","1","1","0","1","1","0","0","0","0",2011,37,2011-09-10,2011-09-16
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2011,37,2011-09-10,2011-09-16
"15","Batticaloa","6","3","0","1","0","0","0","0","0",2011,37,2011-09-10,2011-09-16
"16","Ampara","1","4","0","0","18","0","0","0","0",2011,37,2011-09-10,2011-09-16
"17","Trincomalee","1","5","0","0","0","0","0","0","0",2011,37,2011-09-10,2011-09-16
"18","Kurunagala","15","5","0","3","4","14","1","3","0",2011,37,2011-09-10,2011-09-16
"19","Puttalam","2","1","0","0","0","2","0","0","0",2011,37,2011-09-10,2011-09-16
"20","Anuradhapura","2","2","0","1","0","0","0","0","0",2011,37,2011-09-10,2011-09-16
"21","Polonnaruwa","3","3","0","0","0","0","0","0","0",2011,37,2011-09-10,2011-09-16
"22","Badulla","3","13","0","0","0","1","4","2","0",2011,37,2011-09-10,2011-09-16
"23","Monaragala","14","3","0","0","3","1","4","2","0",2011,37,2011-09-10,2011-09-16
"24","Ratnapura","24","6","0","0","0","16","0","1","0",2011,37,2011-09-10,2011-09-16
"25","Kegalle","26","2","0","0","0","3","1","9","0",2011,37,2011-09-10,2011-09-16
"26","Kalmune","0","0","0","0","0","0","0","0","0",2011,37,2011-09-10,2011-09-16
