"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","100","2","0","1","0","4","0","0","0","25","2","0",2018,12,2018-03-17,2018-03-23
"2","Gampaha","44","3","0","0","2","14","1","1","0","21","0","0",2018,12,2018-03-17,2018-03-23
"3","Kalutara","73","2","0","0","15","15","0","0","0","18","1","0",2018,12,2018-03-17,2018-03-23
"4","Kandy","30","2","0","0","0","0","2","0","0","16","0","1",2018,12,2018-03-17,2018-03-23
"5","Matale","14","0","0","0","2","1","0","0","0","3","0","2",2018,12,2018-03-17,2018-03-23
"6","NuwaraEliya","2","0","0","0","0","0","1","1","0","8","0","0",2018,12,2018-03-17,2018-03-23
"7","Galle","7","1","0","0","0","7","0","0","0","1","1","0",2018,12,2018-03-17,2018-03-23
"8","Hambanthota","15","1","0","0","4","3","1","0","0","12","0","25",2018,12,2018-03-17,2018-03-23
"9","Matara","19","1","0","1","0","3","0","0","0","10","0","19",2018,12,2018-03-17,2018-03-23
"10","Jaffna","47","1","0","2","0","0","5","0","0","13","0","0",2018,12,2018-03-17,2018-03-23
"11","Kilinochchi","4","0","0","0","0","0","1","0","0","0","0","0",2018,12,2018-03-17,2018-03-23
"12","Mannar","1","0","0","0","0","0","0","0","0","2","0","0",2018,12,2018-03-17,2018-03-23
"13","Vavuniya","10","0","0","1","0","0","0","0","0","2","0","0",2018,12,2018-03-17,2018-03-23
"14","Mullaitivu","3","0","0","1","0","1","0","0","0","1","0","0",2018,12,2018-03-17,2018-03-23
"15","Batticaloa","104","3","0","1","2","1","0","0","0","8","0","0",2018,12,2018-03-17,2018-03-23
"16","Ampara","8","0","0","0","0","0","0","0","0","3","0","0",2018,12,2018-03-17,2018-03-23
"17","Trincomalee","9","0","0","1","0","3","0","0","0","6","0","0",2018,12,2018-03-17,2018-03-23
"18","Kurunagala","38","1","1","0","0","0","0","0","0","12","5","9",2018,12,2018-03-17,2018-03-23
"19","Puttalam","31","0","1","0","1","0","2","1","0","5","5","0",2018,12,2018-03-17,2018-03-23
"20","Anuradhapura","11","0","1","0","5","0","0","1","0","14","0","5",2018,12,2018-03-17,2018-03-23
"21","Polonnaruwa","5","0","0","0","0","3","0","0","0","8","0","7",2018,12,2018-03-17,2018-03-23
"22","Badulla","10","3","1","0","0","2","2","0","0","12","1","0",2018,12,2018-03-17,2018-03-23
"23","Monaragala","10","3","0","0","0","6","2","1","0","3","0","3",2018,12,2018-03-17,2018-03-23
"24","Ratnapura","37","3","1","1","0","9","0","1","0","5","1","0",2018,12,2018-03-17,2018-03-23
"25","Kegalle","21","1","0","0","6","5","3","0","0","9","2","1",2018,12,2018-03-17,2018-03-23
"26","Kalmune","36","1","0","0","0","0","0","0","0","0","0","0",2018,12,2018-03-17,2018-03-23
