"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","136","1","0","0","0","1","0","0","0","9","1","0",2019,15,2019-04-06,2019-04-12
"2","Gampaha","64","1","0","1","2","3","0","0","0","6","0","0",2019,15,2019-04-06,2019-04-12
"3","Kalutara","42","4","0","0","0","14","0","0","0","12","2","0",2019,15,2019-04-06,2019-04-12
"4","Kandy","51","2","0","0","2","0","1","0","0","22","2","0",2019,15,2019-04-06,2019-04-12
"5","Matale","7","0","0","0","0","0","0","0","0","0","0","12",2019,15,2019-04-06,2019-04-12
"6","NuwaraEliya","2","3","0","0","0","0","2","0","0","1","0","0",2019,15,2019-04-06,2019-04-12
"7","Galle","23","2","0","0","0","12","1","0","0","4","0","0",2019,15,2019-04-06,2019-04-12
"8","Hambanthota","8","0","0","0","0","6","1","0","0","5","0","49",2019,15,2019-04-06,2019-04-12
"9","Matara","29","0","0","0","0","8","0","0","0","1","0","26",2019,15,2019-04-06,2019-04-12
"10","Jaffna","31","6","0","0","0","0","2","0","0","12","0","0",2019,15,2019-04-06,2019-04-12
"11","Kilinochchi","1","0","0","0","0","0","1","0","0","0","0","0",2019,15,2019-04-06,2019-04-12
"12","Mannar","1","1","0","0","0","0","0","0","0","0","0","0",2019,15,2019-04-06,2019-04-12
"13","Vavuniya","3","0","0","0","0","1","0","0","0","2","1","0",2019,15,2019-04-06,2019-04-12
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2019,15,2019-04-06,2019-04-12
"15","Batticaloa","27","0","0","0","0","2","0","0","0","8","0","0",2019,15,2019-04-06,2019-04-12
"16","Ampara","3","2","0","0","0","0","1","0","0","2","0","0",2019,15,2019-04-06,2019-04-12
"17","Trincomalee","17","0","0","0","0","0","0","0","0","3","0","0",2019,15,2019-04-06,2019-04-12
"18","Kurunagala","32","2","0","0","0","3","0","0","0","18","1","12",2019,15,2019-04-06,2019-04-12
"19","Puttalam","5","0","1","0","0","0","0","0","0","2","1","0",2019,15,2019-04-06,2019-04-12
"20","Anuradhapura","5","0","0","0","1","6","0","0","0","17","1","13",2019,15,2019-04-06,2019-04-12
"21","Polonnaruwa","5","0","0","0","0","1","1","0","0","4","1","1",2019,15,2019-04-06,2019-04-12
"22","Badulla","9","0","0","0","0","6","1","1","0","3","5","0",2019,15,2019-04-06,2019-04-12
"23","Monaragala","3","2","0","0","0","1","3","0","0","4","3","0",2019,15,2019-04-06,2019-04-12
"24","Ratnapura","34","0","3","0","1","14","0","0","1","7","3","2",2019,15,2019-04-06,2019-04-12
"25","Kegalle","10","0","0","0","0","4","3","10","0","9","1","2",2019,15,2019-04-06,2019-04-12
"26","Kalmune","17","1","0","0","0","0","0","0","0","11","0","0",2019,15,2019-04-06,2019-04-12
