"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","41","04","03","00","01","11","00","03","00",2008,14,2008-03-29,2008-04-04
"2","Gampaha","31","02","01","02","00","12","00","03","00",2008,14,2008-03-29,2008-04-04
"3","Kalutara","12","07","00","00","00","14","00","00","00",2008,14,2008-03-29,2008-04-04
"4","Kandy","07","04","00","01","08","11","04","07","00",2008,14,2008-03-29,2008-04-04
"5","Matale","03","11","00","02","00","07","00","01","00",2008,14,2008-03-29,2008-04-04
"6","NuwaraEliya","00","04","00","02","00","01","00","04","00",2008,14,2008-03-29,2008-04-04
"7","Galle","03","04","00","00","00","21","01","00","00",2008,14,2008-03-29,2008-04-04
"8","Hambanthota","02","02","00","00","00","02","03","01","00",2008,14,2008-03-29,2008-04-04
"9","Matara","03","00","01","00","00","20","07","01","00",2008,14,2008-03-29,2008-04-04
"10","Jaffna","02","02","00","06","00","00","03","00","00",2008,14,2008-03-29,2008-04-04
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,14,2008-03-29,2008-04-04
"12","Mannar","00","00","00","06","00","00","00","00","00",2008,14,2008-03-29,2008-04-04
"13","Vavuniya","00","01","00","00","00","00","00","00","00",2008,14,2008-03-29,2008-04-04
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,14,2008-03-29,2008-04-04
"15","Batticaloa","07","01","00","01","00","01","00","01","00",2008,14,2008-03-29,2008-04-04
"16","Ampara","00","07","00","00","00","01","00","00","00",2008,14,2008-03-29,2008-04-04
"17","Trincomalee","11","01","00","01","00","00","01","00","00",2008,14,2008-03-29,2008-04-04
"18","Kurunagala","07","06","00","01","08","02","00","04","00",2008,14,2008-03-29,2008-04-04
"19","Puttalam","07","02","00","01","12","01","00","00","00",2008,14,2008-03-29,2008-04-04
"20","Anuradhapura","03","00","00","00","00","07","00","00","00",2008,14,2008-03-29,2008-04-04
"21","Polonnaruwa","03","02","00","02","00","03","00","00","00",2008,14,2008-03-29,2008-04-04
"22","Badulla","01","07","00","04","00","00","01","00","00",2008,14,2008-03-29,2008-04-04
"23","Monaragala","01","05","00","05","05","06","03","01","00",2008,14,2008-03-29,2008-04-04
"24","Ratnapura","01","03","02","01","00","05","01","00","00",2008,14,2008-03-29,2008-04-04
"25","Kegalle","09","11","00","03","00","06","01","23","00",2008,14,2008-03-29,2008-04-04
"26","Kalmune","01","06","01","00","03","00","00","01","00",2008,14,2008-03-29,2008-04-04
