"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","116","0","1","4","3","3","1","1","0","3","3","0",2015,36,2015-08-29,2015-09-04
"2","Gampaha","48","1","0","1","0","7","1","4","0","11","0","0",2015,36,2015-08-29,2015-09-04
"3","Kalutara","24","2","0","0","0","3","0","2","0","3","1","0",2015,36,2015-08-29,2015-09-04
"4","Kandy","11","3","0","0","4","1","1","0","0","8","2","0",2015,36,2015-08-29,2015-09-04
"5","Matale","0","0","0","0","0","1","0","1","0","1","1","0",2015,36,2015-08-29,2015-09-04
"6","NuwaraEliya","2","6","0","3","0","1","1","0","0","1","2","0",2015,36,2015-08-29,2015-09-04
"7","Galle","11","0","0","0","0","1","2","0","0","4","2","0",2015,36,2015-08-29,2015-09-04
"8","Hambanthota","9","0","0","0","0","2","1","0","0","2","0","0",2015,36,2015-08-29,2015-09-04
"9","Matara","4","0","0","0","0","9","0","2","0","3","0","5",2015,36,2015-08-29,2015-09-04
"10","Jaffna","14","20","0","1","2","0","0","0","0","0","0","0",2015,36,2015-08-29,2015-09-04
"11","Kilinochchi","0","0","0","0","0","0","0","0","0","0","0","0",2015,36,2015-08-29,2015-09-04
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2015,36,2015-08-29,2015-09-04
"13","Vavuniya","1","0","0","0","0","0","0","0","0","1","0","0",2015,36,2015-08-29,2015-09-04
"14","Mullaitivu","1","0","0","1","0","0","0","0","0","0","0","0",2015,36,2015-08-29,2015-09-04
"15","Batticaloa","1","7","1","0","0","0","0","0","0","1","0","0",2015,36,2015-08-29,2015-09-04
"16","Ampara","0","2","0","0","0","0","0","0","0","1","0","0",2015,36,2015-08-29,2015-09-04
"17","Trincomalee","2","1","0","0","0","0","1","1","0","1","0","0",2015,36,2015-08-29,2015-09-04
"18","Kurunagala","7","4","0","0","0","0","0","1","0","3","0","4",2015,36,2015-08-29,2015-09-04
"19","Puttalam","1","1","0","0","0","0","0","0","0","1","0","0",2015,36,2015-08-29,2015-09-04
"20","Anuradhapura","3","3","0","0","0","0","0","0","0","3","2","9",2015,36,2015-08-29,2015-09-04
"21","Polonnaruwa","1","0","0","0","0","0","0","0","0","1","1","0",2015,36,2015-08-29,2015-09-04
"22","Badulla","1","7","1","0","0","3","5","3","0","4","2","0",2015,36,2015-08-29,2015-09-04
"23","Monaragala","0","1","0","1","1","0","1","8","0","1","1","2",2015,36,2015-08-29,2015-09-04
"24","Ratnapura","10","1","2","0","0","3","1","1","0","3","0","0",2015,36,2015-08-29,2015-09-04
"25","Kegalle","4","2","1","2","0","3","0","0","0","1","0","0",2015,36,2015-08-29,2015-09-04
"26","Kalmune","0","1","0","0","2","0","0","0","0","1","0","0",2015,36,2015-08-29,2015-09-04
