"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","46","0","0","1","0","2","0","0","0",2011,15,2011-04-09,2011-04-15
"2","Gampaha","8","0","0","0","0","3","1","0","0",2011,15,2011-04-09,2011-04-15
"3","Kalutara","3","0","0","0","0","1","0","0","0",2011,15,2011-04-09,2011-04-15
"4","Kandy","3","1","0","1","0","1","3","1","0",2011,15,2011-04-09,2011-04-15
"5","Matale","2","1","0","0","1","1","1","0","0",2011,15,2011-04-09,2011-04-15
"6","NuwaraEliya","2","2","0","0","0","1","2","0","0",2011,15,2011-04-09,2011-04-15
"7","Galle","5","0","0","0","0","1","0","0","0",2011,15,2011-04-09,2011-04-15
"8","Hambanthota","0","0","0","0","0","2","0","0","0",2011,15,2011-04-09,2011-04-15
"9","Matara","1","0","0","0","0","1","0","0","0",2011,15,2011-04-09,2011-04-15
"10","Jaffna","0","0","0","2","0","0","0","0","0",2011,15,2011-04-09,2011-04-15
"11","Kilinochchi","2","0","0","5","1","1","4","1","0",2011,15,2011-04-09,2011-04-15
"12","Mannar","0","0","0","0","0","0","0","0","0",2011,15,2011-04-09,2011-04-15
"13","Vavuniya","0","1","0","0","0","0","0","1","0",2011,15,2011-04-09,2011-04-15
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2011,15,2011-04-09,2011-04-15
"15","Batticaloa","22","5","0","0","0","0","0","0","0",2011,15,2011-04-09,2011-04-15
"16","Ampara","0","0","0","0","0","0","0","0","0",2011,15,2011-04-09,2011-04-15
"17","Trincomalee","3","22","0","0","0","0","0","0","0",2011,15,2011-04-09,2011-04-15
"18","Kurunagala","1","2","0","0","0","6","1","0","0",2011,15,2011-04-09,2011-04-15
"19","Puttalam","0","2","0","0","0","0","0","0","0",2011,15,2011-04-09,2011-04-15
"20","Anuradhapura","2","0","0","0","0","1","0","0","0",2011,15,2011-04-09,2011-04-15
"21","Polonnaruwa","1","0","0","0","0","1","0","0","0",2011,15,2011-04-09,2011-04-15
"22","Badulla","3","1","0","0","0","0","1","0","0",2011,15,2011-04-09,2011-04-15
"23","Monaragala","2","0","0","1","2","3","0","1","0",2011,15,2011-04-09,2011-04-15
"24","Ratnapura","8","6","0","1","0","3","0","0","0",2011,15,2011-04-09,2011-04-15
"25","Kegalle","3","0","0","0","0","2","1","2","0",2011,15,2011-04-09,2011-04-15
"26","Kalmune","0","4","0","0","1","0","0","0","0",2011,15,2011-04-09,2011-04-15
