"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","03","08","00","00","02","04","00","00",2007,13,2007-03-24,2007-03-30
"2","Gampaha","01","01","00","00","00","05","00","00",2007,13,2007-03-24,2007-03-30
"3","Kalutara","02","02","00","00","00","06","00","03",2007,13,2007-03-24,2007-03-30
"4","Kandy","02","01","01","00","00","04","03","07",2007,13,2007-03-24,2007-03-30
"5","Matale","00","01","00","00","00","00","00","03",2007,13,2007-03-24,2007-03-30
"6","NuwaraEliya","00","02","00","00","00","00","00","00",2007,13,2007-03-24,2007-03-30
"7","Galle","01","03","00","00","00","00","00","01",2007,13,2007-03-24,2007-03-30
"8","Hambanthota","01","06","02","01","00","00","01","00",2007,13,2007-03-24,2007-03-30
"9","Matara","03","10","00","02","00","07","05","00",2007,13,2007-03-24,2007-03-30
"10","Jaffna","00","00","00","00","00","00","00","00",2007,13,2007-03-24,2007-03-30
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,13,2007-03-24,2007-03-30
"12","Mannar","00","00","00","00","00","00","00","00",2007,13,2007-03-24,2007-03-30
"13","Vavuniya","00","00","00","00","00","00","00","00",2007,13,2007-03-24,2007-03-30
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,13,2007-03-24,2007-03-30
"15","Batticaloa","01","11","00","00","00","00","00","04",2007,13,2007-03-24,2007-03-30
"16","Ampara","00","00","00","00","00","00","00","00",2007,13,2007-03-24,2007-03-30
"17","Trincomalee","00","02","00","00","00","00","00","00",2007,13,2007-03-24,2007-03-30
"18","Kurunagala","06","05","00","01","00","01","00","00",2007,13,2007-03-24,2007-03-30
"19","Puttalam","00","01","00","00","00","00","00","00",2007,13,2007-03-24,2007-03-30
"20","Anuradhapura","00","01","00","00","01","00","00","01",2007,13,2007-03-24,2007-03-30
"21","Polonnaruwa","00","00","00","00","00","00","00","00",2007,13,2007-03-24,2007-03-30
"22","Badulla","00","06","00","02","00","01","02","01",2007,13,2007-03-24,2007-03-30
"23","Monaragala","00","00","00","01","00","01","00","00",2007,13,2007-03-24,2007-03-30
"24","Ratnapura","00","04","00","00","00","00","00","01",2007,13,2007-03-24,2007-03-30
"25","Kegalle","02","03","00","02","00","02","00","00",2007,13,2007-03-24,2007-03-30
"26","Kalmune","00","00","00","00","00","00","02","03",2007,13,2007-03-24,2007-03-30
