"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","41","04","00","02","04","08","00","02","00",2008,28,2008-07-05,2008-07-11
"2","Gampaha","06","02","00","02","01","03","00","03","00",2008,28,2008-07-05,2008-07-11
"3","Kalutara","05","05","00","01","00","09","00","00","00",2008,28,2008-07-05,2008-07-11
"4","Kandy","04","15","00","01","06","08","02","01","00",2008,28,2008-07-05,2008-07-11
"5","Matale","02","02","00","01","00","09","00","00","00",2008,28,2008-07-05,2008-07-11
"6","NuwaraEliya","01","07","00","01","00","00","00","03","00",2008,28,2008-07-05,2008-07-11
"7","Galle","03","02","01","01","00","02","00","00","00",2008,28,2008-07-05,2008-07-11
"8","Hambanthota","01","03","00","00","00","00","03","00","00",2008,28,2008-07-05,2008-07-11
"9","Matara","12","03","01","00","00","04","03","00","00",2008,28,2008-07-05,2008-07-11
"10","Jaffna","00","04","00","02","01","00","00","03","00",2008,28,2008-07-05,2008-07-11
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,28,2008-07-05,2008-07-11
"12","Mannar","00","00","00","04","00","00","00","01","00",2008,28,2008-07-05,2008-07-11
"13","Vavuniya","00","03","00","01","00","00","00","00","00",2008,28,2008-07-05,2008-07-11
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,28,2008-07-05,2008-07-11
"15","Batticaloa","00","05","00","01","00","00","00","01","00",2008,28,2008-07-05,2008-07-11
"16","Ampara","02","25","00","00","00","00","00","00","00",2008,28,2008-07-05,2008-07-11
"17","Trincomalee","00","05","00","01","00","01","00","00","00",2008,28,2008-07-05,2008-07-11
"18","Kurunagala","02","09","00","01","00","02","00","06","00",2008,28,2008-07-05,2008-07-11
"19","Puttalam","04","00","00","00","00","00","00","00","00",2008,28,2008-07-05,2008-07-11
"20","Anuradhapura","00","00","01","00","01","00","00","00","00",2008,28,2008-07-05,2008-07-11
"21","Polonnaruwa","01","01","00","00","00","00","00","00","00",2008,28,2008-07-05,2008-07-11
"22","Badulla","04","22","00","08","00","00","08","03","00",2008,28,2008-07-05,2008-07-11
"23","Monaragala","02","09","00","00","00","00","04","02","00",2008,28,2008-07-05,2008-07-11
"24","Ratnapura","11","06","01","00","00","02","01","00","00",2008,28,2008-07-05,2008-07-11
"25","Kegalle","06","07","00","01","00","02","01","02","01",2008,28,2008-07-05,2008-07-11
"26","Kalmune","00","08","00","00","00","00","00","00","00",2008,28,2008-07-05,2008-07-11
