"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","9","0","0","0","0","0","0","0","0","1","0","0",2020,44,2020-10-24,2020-10-30
"2","Gampaha","5","0","0","0","0","0","0","0","0","0","0","0",2020,44,2020-10-24,2020-10-30
"3","Kalutara","2","0","0","0","0","4","0","0","0","2","2","0",2020,44,2020-10-24,2020-10-30
"4","Kandy","24","0","0","0","0","6","0","0","0","4","1","0",2020,44,2020-10-24,2020-10-30
"5","Matale","0","0","0","0","0","0","0","0","0","0","0","2",2020,44,2020-10-24,2020-10-30
"6","NuwaraEliya","0","1","0","0","0","0","1","0","0","0","0","0",2020,44,2020-10-24,2020-10-30
"7","Galle","1","0","0","0","0","5","0","0","0","2","0","0",2020,44,2020-10-24,2020-10-30
"8","Hambanthota","0","0","0","0","0","2","3","1","0","6","2","10",2020,44,2020-10-24,2020-10-30
"9","Matara","2","0","0","0","0","7","0","1","0","1","0","6",2020,44,2020-10-24,2020-10-30
"10","Jaffna","8","1","1","0","1","0","15","0","0","1","0","1",2020,44,2020-10-24,2020-10-30
"11","Kilinochchi","0","2","0","0","0","0","0","0","0","0","0","0",2020,44,2020-10-24,2020-10-30
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2020,44,2020-10-24,2020-10-30
"13","Vavuniya","0","0","0","0","0","0","0","0","0","0","0","0",2020,44,2020-10-24,2020-10-30
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2020,44,2020-10-24,2020-10-30
"15","Batticaloa","47","2","0","0","3","0","0","0","0","1","4","0",2020,44,2020-10-24,2020-10-30
"16","Ampara","0","0","0","0","0","1","0","0","0","0","1","1",2020,44,2020-10-24,2020-10-30
"17","Trincomalee","1","0","0","0","0","0","0","0","0","0","0","0",2020,44,2020-10-24,2020-10-30
"18","Kurunagala","3","0","0","0","1","2","2","0","0","2","1","9",2020,44,2020-10-24,2020-10-30
"19","Puttalam","2","0","0","0","0","0","0","0","0","1","6","0",2020,44,2020-10-24,2020-10-30
"20","Anuradhapura","0","0","0","0","0","1","0","0","0","1","3","7",2020,44,2020-10-24,2020-10-30
"21","Polonnaruwa","0","0","0","0","0","2","0","0","0","1","0","11",2020,44,2020-10-24,2020-10-30
"22","Badulla","0","0","0","0","0","1","1","0","0","2","0","0",2020,44,2020-10-24,2020-10-30
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,44,2020-10-24,2020-10-30
"24","Ratnapura","13","3","0","0","0","10","1","0","0","1","0","1",2020,44,2020-10-24,2020-10-30
"25","Kegalle","7","1","0","0","0","9","0","0","0","3","1","1",2020,44,2020-10-24,2020-10-30
"26","Kalmune","2","0","0","0","0","0","0","0","0","0","0","0",2020,44,2020-10-24,2020-10-30
