"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","25","2","0","1","0","6","0","3","0",2011,36,2011-09-03,2011-09-09
"2","Gampaha","28","1","0","1","0","0","0","5","0",2011,36,2011-09-03,2011-09-09
"3","Kalutara","5","2","0","0","0","6","0","0","0",2011,36,2011-09-03,2011-09-09
"4","Kandy","32","2","0","1","0","0","3","0","0",2011,36,2011-09-03,2011-09-09
"5","Matale","1","1","0","1","0","0","0","1","0",2011,36,2011-09-03,2011-09-09
"6","NuwaraEliya","3","0","0","0","0","1","0","0","0",2011,36,2011-09-03,2011-09-09
"7","Galle","10","1","0","0","0","11","0","0","0",2011,36,2011-09-03,2011-09-09
"8","Hambanthota","2","0","0","0","3","6","0","0","0",2011,36,2011-09-03,2011-09-09
"9","Matara","12","2","0","1","0","12","1","0","0",2011,36,2011-09-03,2011-09-09
"10","Jaffna","3","5","0","2","0","0","0","0","0",2011,36,2011-09-03,2011-09-09
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2011,36,2011-09-03,2011-09-09
"12","Mannar","0","0","0","2","4","0","0","0","0",2011,36,2011-09-03,2011-09-09
"13","Vavuniya","0","0","1","0","0","0","0","0","0",2011,36,2011-09-03,2011-09-09
"14","Mullaitivu","0","1","0","1","0","0","0","0","0",2011,36,2011-09-03,2011-09-09
"15","Batticaloa","0","1","0","0","0","0","0","0","0",2011,36,2011-09-03,2011-09-09
"16","Ampara","18","1","0","1","0","0","0","0","0",2011,36,2011-09-03,2011-09-09
"17","Trincomalee","0","0","0","0","0","0","0","0","0",2011,36,2011-09-03,2011-09-09
"18","Kurunagala","12","6","0","0","0","2","0","0","0",2011,36,2011-09-03,2011-09-09
"19","Puttalam","2","0","0","0","0","1","0","0","0",2011,36,2011-09-03,2011-09-09
"20","Anuradhapura","1","0","0","0","0","0","0","0","0",2011,36,2011-09-03,2011-09-09
"21","Polonnaruwa","2","1","0","0","0","0","0","0","0",2011,36,2011-09-03,2011-09-09
"22","Badulla","6","1","0","0","0","1","1","1","0",2011,36,2011-09-03,2011-09-09
"23","Monaragala","1","3","0","0","0","0","0","1","0",2011,36,2011-09-03,2011-09-09
"24","Ratnapura","3","2","0","0","0","1","0","1","0",2011,36,2011-09-03,2011-09-09
"25","Kegalle","8","0","0","2","0","2","0","4","0",2011,36,2011-09-03,2011-09-09
"26","Kalmune","0","0","0","0","0","0","0","0","0",2011,36,2011-09-03,2011-09-09
