"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","85","2","0","3","1","6","0","1","0","4","0","0",2015,27,2015-06-27,2015-07-03
"2","Gampaha","29","0","0","1","0","3","0","1","0","2","3","0",2015,27,2015-06-27,2015-07-03
"3","Kalutara","10","1","0","0","0","3","0","0","0","3","0","0",2015,27,2015-06-27,2015-07-03
"4","Kandy","8","5","0","0","0","2","1","1","0","4","0","1",2015,27,2015-06-27,2015-07-03
"5","Matale","0","0","0","0","0","4","0","0","0","0","0","0",2015,27,2015-06-27,2015-07-03
"6","NuwaraEliya","4","3","0","1","0","1","0","1","0","3","1","0",2015,27,2015-06-27,2015-07-03
"7","Galle","11","0","0","0","0","2","0","1","0","5","0","0",2015,27,2015-06-27,2015-07-03
"8","Hambanthota","1","1","0","1","0","1","1","0","0","0","0","14",2015,27,2015-06-27,2015-07-03
"9","Matara","3","1","0","0","0","1","1","0","0","5","0","2",2015,27,2015-06-27,2015-07-03
"10","Jaffna","20","23","0","1","7","0","9","0","0","3","1","0",2015,27,2015-06-27,2015-07-03
"11","Kilinochchi","0","1","0","1","0","0","0","0","0","0","0","0",2015,27,2015-06-27,2015-07-03
"12","Mannar","0","0","0","0","0","0","1","0","0","0","0","0",2015,27,2015-06-27,2015-07-03
"13","Vavuniya","0","0","0","1","0","0","1","0","0","0","0","0",2015,27,2015-06-27,2015-07-03
"14","Mullaitivu","0","1","0","0","0","0","0","1","0","0","0","0",2015,27,2015-06-27,2015-07-03
"15","Batticaloa","6","6","0","2","0","0","0","1","0","1","0","0",2015,27,2015-06-27,2015-07-03
"16","Ampara","0","0","0","0","0","0","0","0","0","0","0","1",2015,27,2015-06-27,2015-07-03
"17","Trincomalee","5","2","0","0","0","0","0","0","0","1","0","0",2015,27,2015-06-27,2015-07-03
"18","Kurunagala","12","5","0","0","0","10","0","1","0","4","0","8",2015,27,2015-06-27,2015-07-03
"19","Puttalam","12","2","0","1","0","0","0","0","0","0","1","0",2015,27,2015-06-27,2015-07-03
"20","Anuradhapura","0","1","0","0","0","0","0","0","0","1","0","3",2015,27,2015-06-27,2015-07-03
"21","Polonnaruwa","1","0","0","0","0","1","0","0","0","3","0","0",2015,27,2015-06-27,2015-07-03
"22","Badulla","3","5","0","0","0","3","2","1","0","2","0","0",2015,27,2015-06-27,2015-07-03
"23","Monaragala","3","1","1","0","0","1","0","0","0","5","0","1",2015,27,2015-06-27,2015-07-03
"24","Ratnapura","9","2","0","2","0","5","0","3","0","1","0","0",2015,27,2015-06-27,2015-07-03
"25","Kegalle","14","2","0","2","1","7","0","0","0","1","1","0",2015,27,2015-06-27,2015-07-03
"26","Kalmune","4","2","0","0","0","1","0","0","0","0","0","0",2015,27,2015-06-27,2015-07-03
