"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","669","1","0","0","2","6","0","0","0","7","1","0",2019,50,2019-12-07,2019-12-13
"2","Gampaha","488","1","0","0","0","4","0","0","0","8","0","0",2019,50,2019-12-07,2019-12-13
"3","Kalutara","147","0","0","0","0","16","0","0","0","13","1","0",2019,50,2019-12-07,2019-12-13
"4","Kandy","324","1","0","2","0","2","1","0","0","7","1","3",2019,50,2019-12-07,2019-12-13
"5","Matale","198","0","0","0","0","1","1","0","0","3","1","4",2019,50,2019-12-07,2019-12-13
"6","NuwaraEliya","19","2","0","0","0","1","1","0","0","4","0","0",2019,50,2019-12-07,2019-12-13
"7","Galle","155","3","0","0","0","29","3","0","0","15","1","0",2019,50,2019-12-07,2019-12-13
"8","Hambanthota","38","0","0","0","0","20","1","0","0","7","0","15",2019,50,2019-12-07,2019-12-13
"9","Matara","69","1","0","0","0","9","0","2","0","3","0","16",2019,50,2019-12-07,2019-12-13
"10","Jaffna","648","10","2","2","2","0","41","0","0","1","0","0",2019,50,2019-12-07,2019-12-13
"11","Kilinochchi","37","2","2","0","0","0","5","0","0","8","0","0",2019,50,2019-12-07,2019-12-13
"12","Mannar","11","0","0","0","0","0","0","0","0","0","0","0",2019,50,2019-12-07,2019-12-13
"13","Vavuniya","89","0","0","0","0","0","0","0","0","0","0","0",2019,50,2019-12-07,2019-12-13
"14","Mullaitivu","13","0","0","0","0","1","0","0","0","1","0","0",2019,50,2019-12-07,2019-12-13
"15","Batticaloa","150","10","0","0","0","2","0","9","0","0","0","0",2019,50,2019-12-07,2019-12-13
"16","Ampara","14","1","0","0","2","0","0","0","0","2","0","0",2019,50,2019-12-07,2019-12-13
"17","Trincomalee","254","1","0","0","0","1","0","0","0","4","1","0",2019,50,2019-12-07,2019-12-13
"18","Kurunagala","118","0","0","0","0","5","0","0","0","14","2","15",2019,50,2019-12-07,2019-12-13
"19","Puttalam","86","2","0","0","0","0","0","0","0","1","1","0",2019,50,2019-12-07,2019-12-13
"20","Anuradhapura","51","2","0","0","0","11","1","0","0","6","2","8",2019,50,2019-12-07,2019-12-13
"21","Polonnaruwa","21","1","0","0","0","7","0","0","0","5","0","7",2019,50,2019-12-07,2019-12-13
"22","Badulla","92","2","0","0","0","6","1","0","0","7","1","1",2019,50,2019-12-07,2019-12-13
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2019,50,2019-12-07,2019-12-13
"24","Ratnapura","74","3","1","0","0","20","0","3","0","5","2","1",2019,50,2019-12-07,2019-12-13
"25","Kegalle","67","0","0","0","0","12","1","1","0","5","1","3",2019,50,2019-12-07,2019-12-13
"26","Kalmune","68","2","0","0","0","0","0","0","0","2","1","0",2019,50,2019-12-07,2019-12-13
