"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","219","3","0","9","0","2","0","0","0",2012,1,2011-12-31,2012-01-06
"2","Gampaha","117","3","0","1","0","3","0","6","0",2012,1,2011-12-31,2012-01-06
"3","Kalutara","36","6","0","3","0","5","0","1","0",2012,1,2011-12-31,2012-01-06
"4","Kandy","60","4","0","0","0","4","4","0","0",2012,1,2011-12-31,2012-01-06
"5","Matale","9","3","1","0","0","2","0","0","0",2012,1,2011-12-31,2012-01-06
"6","NuwaraEliya","5","1","0","0","0","2","2","1","0",2012,1,2011-12-31,2012-01-06
"7","Galle","26","3","0","1","1","1","0","0","0",2012,1,2011-12-31,2012-01-06
"8","Hambanthota","8","2","0","0","0","2","1","0","0",2012,1,2011-12-31,2012-01-06
"9","Matara","30","2","0","3","0","3","3","4","0",2012,1,2011-12-31,2012-01-06
"10","Jaffna","14","7","1","14","2","2","34","1","0",2012,1,2011-12-31,2012-01-06
"11","Kilinochchi","6","1","0","1","0","0","4","0","1",2012,1,2011-12-31,2012-01-06
"12","Mannar","15","1","0","2","0","1","0","0","0",2012,1,2011-12-31,2012-01-06
"13","Vavuniya","4","0","2","0","2","2","0","0","0",2012,1,2011-12-31,2012-01-06
"14","Mullaitivu","2","0","0","0","0","1","0","0","0",2012,1,2011-12-31,2012-01-06
"15","Batticaloa","40","4","0","1","0","0","0","0","0",2012,1,2011-12-31,2012-01-06
"16","Ampara","1","0","0","0","0","0","0","0","0",2012,1,2011-12-31,2012-01-06
"17","Trincomalee","11","4","0","2","0","0","0","0","0",2012,1,2011-12-31,2012-01-06
"18","Kurunagala","42","3","1","2","0","3","1","3","0",2012,1,2011-12-31,2012-01-06
"19","Puttalam","19","2","0","1","0","2","1","0","00",2012,1,2011-12-31,2012-01-06
"20","Anuradhapura","7","2","0","0","1","4","1","1","0",2012,1,2011-12-31,2012-01-06
"21","Polonnaruwa","3","0","0","0","0","1","0","1","0",2012,1,2011-12-31,2012-01-06
"22","Badulla","5","2","0","1","0","0","0","1","0",2012,1,2011-12-31,2012-01-06
"23","Monaragala","5","3","1","2","0","7","0","1","1",2012,1,2011-12-31,2012-01-06
"24","Ratnapura","24","5","2","0","2","6","0","0","0",2012,1,2011-12-31,2012-01-06
"25","Kegalle","22","0","0","2","4","1","0","12","0",2012,1,2011-12-31,2012-01-06
"26","Kalmune","4","8","0","1","0","0","0","0","0",2012,1,2011-12-31,2012-01-06
