"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","25","06","00","02","00","05","00","01",2007,32,2007-08-04,2007-08-10
"2","Gampaha","21","03","00","03","00","00","00","10",2007,32,2007-08-04,2007-08-10
"3","Kalutara","10","02","01","00","05","00","00","00",2007,32,2007-08-04,2007-08-10
"4","Kandy","07","10","00","01","00","03","00","47",2007,32,2007-08-04,2007-08-10
"5","Matale","01","06","00","01","00","00","00","04",2007,32,2007-08-04,2007-08-10
"6","NuwaraEliya","00","04","00","00","00","00","00","12",2007,32,2007-08-04,2007-08-10
"7","Galle","04","02","00","03","00","00","01","00",2007,32,2007-08-04,2007-08-10
"8","Hambanthota","02","13","00","00","00","00","01","00",2007,32,2007-08-04,2007-08-10
"9","Matara","02","05","00","00","00","02","05","01",2007,32,2007-08-04,2007-08-10
"10","Jaffna","00","00","00","00","00","00","00","00",2007,32,2007-08-04,2007-08-10
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,32,2007-08-04,2007-08-10
"12","Mannar","00","01","00","00","00","00","00","00",2007,32,2007-08-04,2007-08-10
"13","Vavuniya","00","03","00","01","06","00","00","01",2007,32,2007-08-04,2007-08-10
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,32,2007-08-04,2007-08-10
"15","Batticaloa","02","02","00","00","00","00","00","24",2007,32,2007-08-04,2007-08-10
"16","Ampara","00","00","00","00","00","00","00","00",2007,32,2007-08-04,2007-08-10
"17","Trincomalee","00","05","00","01","00","00","01","03",2007,32,2007-08-04,2007-08-10
"18","Kurunagala","08","06","01","00","00","00","00","01",2007,32,2007-08-04,2007-08-10
"19","Puttalam","00","01","00","03","01","01","00","01",2007,32,2007-08-04,2007-08-10
"20","Anuradhapura","00","03","00","00","00","00","00","00",2007,32,2007-08-04,2007-08-10
"21","Polonnaruwa","01","01","00","00","00","00","00","00",2007,32,2007-08-04,2007-08-10
"22","Badulla","03","09","00","03","00","01","04","09",2007,32,2007-08-04,2007-08-10
"23","Monaragala","00","02","00","04","02","00","06","01",2007,32,2007-08-04,2007-08-10
"24","Ratnapura","20","04","00","03","02","00","02","02",2007,32,2007-08-04,2007-08-10
"25","Kegalle","04","05","00","00","00","02","02","05",2007,32,2007-08-04,2007-08-10
"26","Kalmune","0","08","00","00","00","00","00","02",2007,32,2007-08-04,2007-08-10
