"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","48","3","0","2","0","20","0","4","0",2009,50,2009-12-05,2009-12-11
"2","Gampaha","60","2","0","2","0","1","1","0","0",2009,50,2009-12-05,2009-12-11
"3","Kalutara","18","6","0","1","0","14","0","5","0",2009,50,2009-12-05,2009-12-11
"4","Kandy","36","8","0","0","0","5","4","3","0",2009,50,2009-12-05,2009-12-11
"5","Matale","49","10","0","0","0","4","0","0","0",2009,50,2009-12-05,2009-12-11
"6","NuwaraEliya","8","6","0","5","0","1","3","2","0",2009,50,2009-12-05,2009-12-11
"7","Galle","5","7","0","1","0","7","0","2","0",2009,50,2009-12-05,2009-12-11
"8","Hambanthota","17","3","0","0","0","5","1","0","0",2009,50,2009-12-05,2009-12-11
"9","Matara","9","5","0","1","0","2","4","0","0",2009,50,2009-12-05,2009-12-11
"10","Jaffna","16","2","0","13","0","0","2","3","1",2009,50,2009-12-05,2009-12-11
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,50,2009-12-05,2009-12-11
"12","Mannar","0","9","0","0","0","0","0","1","0",2009,50,2009-12-05,2009-12-11
"13","Vavuniya","143","3","0","0","0","1","0","0","0",2009,50,2009-12-05,2009-12-11
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,50,2009-12-05,2009-12-11
"15","Batticaloa","4","6","0","2","0","1","0","0","0",2009,50,2009-12-05,2009-12-11
"16","Ampara","6","4","0","0","0","0","0","0","1",2009,50,2009-12-05,2009-12-11
"17","Trincomalee","3","12","0","4","3","2","0","0","0",2009,50,2009-12-05,2009-12-11
"18","Kurunagala","9","9","0","1","0","6","3","1","0",2009,50,2009-12-05,2009-12-11
"19","Puttalam","23","5","0","3","0","0","0","0","0",2009,50,2009-12-05,2009-12-11
"20","Anuradhapura","18","21","1","1","0","1","1","1","0",2009,50,2009-12-05,2009-12-11
"21","Polonnaruwa","1","1","0","0","0","3","0","1","0",2009,50,2009-12-05,2009-12-11
"22","Badulla","7","8","0","0","3","0","1","1","0",2009,50,2009-12-05,2009-12-11
"23","Monaragala","3","11","0","0","0","1","0","0","0",2009,50,2009-12-05,2009-12-11
"24","Ratnapura","7","1","0","0","0","1","0","1","0",2009,50,2009-12-05,2009-12-11
"25","Kegalle","17","2","0","0","0","8","0","5","0",2009,50,2009-12-05,2009-12-11
"26","Kalmune","12","9","0","0","0","0","0","0","0",2009,50,2009-12-05,2009-12-11
