"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","100","1","0","0","0","2","0","1","0",2013,12,2013-03-16,2013-03-22
"2","Gampaha","33","1","0","0","0","3","0","4","0",2013,12,2013-03-16,2013-03-22
"3","Kalutara","20","0","0","0","0","9","0","0","0",2013,12,2013-03-16,2013-03-22
"4","Kandy","10","0","0","0","0","1","0","33","0",2013,12,2013-03-16,2013-03-22
"5","Matale","0","0","0","0","0","2","0","0","0",2013,12,2013-03-16,2013-03-22
"6","NuwaraEliya","4","2","0","0","0","2","3","0","0",2013,12,2013-03-16,2013-03-22
"7","Galle","15","2","0","0","2","6","4","1","0",2013,12,2013-03-16,2013-03-22
"8","Hambanthota","2","0","0","0","0","4","1","2","0",2013,12,2013-03-16,2013-03-22
"9","Matara","10","1","0","0","0","9","1","2","0",2013,12,2013-03-16,2013-03-22
"10","Jaffna","10","4","0","6","0","0","18","0","0",2013,12,2013-03-16,2013-03-22
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2013,12,2013-03-16,2013-03-22
"12","Mannar","2","1","0","3","0","0","0","0","0",2013,12,2013-03-16,2013-03-22
"13","Vavuniya","1","0","0","0","0","0","0","0","0",2013,12,2013-03-16,2013-03-22
"14","Mullaitivu","3","0","0","0","0","0","0","0","0",2013,12,2013-03-16,2013-03-22
"15","Batticaloa","13","2","0","0","0","0","0","0","0",2013,12,2013-03-16,2013-03-22
"16","Ampara","0","0","0","0","0","0","0","0","0",2013,12,2013-03-16,2013-03-22
"17","Trincomalee","1","0","0","0","0","4","0","0","1",2013,12,2013-03-16,2013-03-22
"18","Kurunagala","26","3","0","0","0","6","0","0","0",2013,12,2013-03-16,2013-03-22
"19","Puttalam","3","0","0","0","0","0","0","0","0",2013,12,2013-03-16,2013-03-22
"20","Anuradhapura","19","2","1","1","0","12","1","2","0",2013,12,2013-03-16,2013-03-22
"21","Polonnaruwa","3","0","0","0","0","0","0","1","0",2013,12,2013-03-16,2013-03-22
"22","Badulla","3","4","0","0","0","1","4","0","0",2013,12,2013-03-16,2013-03-22
"23","Monaragala","4","1","0","0","0","4","1","0","0",2013,12,2013-03-16,2013-03-22
"24","Ratnapura","13","3","0","0","0","3","0","2","0",2013,12,2013-03-16,2013-03-22
"25","Kegalle","5","1","0","0","0","3","1","3","0",2013,12,2013-03-16,2013-03-22
"26","Kalmune","1","0","0","0","2","0","0","0","0",2013,12,2013-03-16,2013-03-22
